UTC,Open,High,Low,Close,Volume
07.01.2016 00:00:00 UTC,1092.559,1094.02,1092.139,1092.501,2.97185
07.01.2016 07:00:00 UTC,1099.621,1099.938,1096.2620000000002,1097.019,3.47008
07.01.2016 02:00:00 UTC,1097.09,1102.6989999999998,1096.481,1098.148,5.82508
07.01.2016 08:00:00 UTC,1096.992,1097.499,1092.418,1095.439,5.94981
07.01.2016 05:00:00 UTC,1099.408,1099.7479999999998,1097.859,1098.771,2.58123
07.01.2016 04:00:00 UTC,1097.759,1099.359,1097.512,1099.308,2.4208600000000002
07.01.2016 03:00:00 UTC,1098.152,1100.03,1097.69,1097.719,4.04972
07.01.2016 09:00:00 UTC,1095.488,1098.508,1095.108,1096.3010000000002,6.3857800000000005
07.01.2016 10:00:00 UTC,1096.292,1096.4889999999998,1095.271,1095.778,3.5702700000000003
07.01.2016 06:00:00 UTC,1098.789,1100.639,1098.6009999999999,1099.532,3.0352
07.01.2016 11:00:00 UTC,1095.729,1099.521,1095.729,1097.9180000000001,4.50931
07.01.2016 17:00:00 UTC,1105.709,1108.8490000000002,1105.441,1108.742,3.93119
07.01.2016 12:00:00 UTC,1097.901,1100.5710000000001,1097.718,1100.159,4.36556
07.01.2016 21:00:00 UTC,1109.158,1109.6899999999998,1108.4089999999999,1108.6709999999998,1.10782
07.01.2016 15:00:00 UTC,1105.751,1107.519,1099.331,1102.772,7.3583300000000005
07.01.2016 01:00:00 UTC,1092.501,1097.18,1091.35,1097.089,4.18582
07.01.2016 16:00:00 UTC,1102.772,1106.4479999999999,1102.752,1105.7289999999998,4.33316
07.01.2016 20:00:00 UTC,1109.819,1110.08,1108.229,1109.139,3.14036
07.01.2016 18:00:00 UTC,1108.742,1109.008,1107.079,1108.079,4.74482
07.01.2016 14:00:00 UTC,1101.271,1106.809,1100.199,1105.752,6.23653
07.01.2016 13:00:00 UTC,1100.159,1104.758,1100.0710000000001,1101.2720000000002,6.0888
07.01.2016 23:00:00 UTC,1108.269,1109.639,1108.269,1109.21,1.34975
07.01.2016 19:00:00 UTC,1108.08,1109.83,1107.9289999999999,1109.7289999999998,3.38736
08.01.2016 05:00:00 UTC,1102.852,1103.479,1102.1490000000001,1103.278,2.76567
08.01.2016 07:00:00 UTC,1102.122,1102.122,1098.478,1100.969,5.1683
08.01.2016 08:00:00 UTC,1100.97,1101.478,1099.098,1099.198,3.97471
08.01.2016 09:00:00 UTC,1099.198,1099.3500000000001,1095.8590000000002,1096.0780000000002,3.982
08.01.2016 04:00:00 UTC,1103.399,1103.5189999999998,1102.849,1102.8519999999999,1.51939
08.01.2016 03:00:00 UTC,1104.518,1104.518,1102.4180000000001,1103.368,3.01629
08.01.2016 00:00:00 UTC,1109.199,1112.949,1108.269,1108.3600000000001,2.26717
08.01.2016 10:00:00 UTC,1096.059,1098.1979999999999,1095.982,1097.749,2.99697
08.01.2016 11:00:00 UTC,1097.75,1099.992,1096.598,1099.291,3.27304
08.01.2016 02:00:00 UTC,1103.659,1104.768,1101.2920000000001,1104.518,4.4654
08.01.2016 01:00:00 UTC,1108.359,1108.599,1101.6689999999999,1103.6589999999999,3.81368
08.01.2016 15:00:00 UTC,1101.171,1104.66,1101.079,1102.978,7.59713
08.01.2016 06:00:00 UTC,1103.378,1104.049,1101.7289999999998,1102.1219999999998,3.06001
08.01.2016 12:00:00 UTC,1099.292,1101.589,1098.59,1099.509,4.8725000000000005
08.01.2016 19:00:00 UTC,1098.272,1102.79,1098.109,1102.4399999999998,2.72037
08.01.2016 21:00:00 UTC,1104.029,1104.589,1102.69,1104.031,0.96775
08.01.2016 17:00:00 UTC,1103.129,1103.52,1100.358,1100.609,3.64028
08.01.2016 20:00:00 UTC,1102.439,1104.24,1101.8890000000001,1104.0,2.14039
08.01.2016 16:00:00 UTC,1102.978,1105.5510000000002,1101.938,1103.13,5.37963
08.01.2016 18:00:00 UTC,1100.609,1100.61,1097.829,1098.272,5.12159
08.01.2016 13:00:00 UTC,1099.548,1101.991,1092.229,1099.269,9.09233
08.01.2016 14:00:00 UTC,1099.218,1104.5790000000002,1098.8290000000002,1101.131,7.20162
10.01.2016 23:00:00 UTC,1103.751,1108.151,1103.531,1106.622,0.59638
11.01.2016 06:00:00 UTC,1104.982,1107.759,1104.8809999999999,1106.812,1.78698
11.01.2016 05:00:00 UTC,1103.908,1105.2679999999998,1103.148,1104.991,2.08213
11.01.2016 00:00:00 UTC,1106.622,1108.401,1106.0710000000001,1106.592,1.07122
11.01.2016 03:00:00 UTC,1104.668,1105.4489999999998,1103.5379999999998,1103.9479999999999,1.59971
11.01.2016 04:00:00 UTC,1103.909,1104.479,1102.5980000000002,1103.9080000000001,1.08589
11.01.2016 09:00:00 UTC,1100.171,1101.809,1098.969,1099.488,4.43367
11.01.2016 02:00:00 UTC,1105.392,1105.559,1103.3880000000001,1104.688,1.39038
11.01.2016 08:00:00 UTC,1106.129,1106.2279999999998,1100.049,1100.1709999999998,6.06785
11.01.2016 11:00:00 UTC,1103.988,1103.988,1102.3110000000001,1102.8110000000001,3.3835
11.01.2016 10:00:00 UTC,1099.488,1104.6190000000001,1099.431,1103.939,4.42844
11.01.2016 07:00:00 UTC,1106.828,1107.272,1104.161,1106.079,3.62871
11.01.2016 01:00:00 UTC,1106.581,1108.1319999999998,1104.682,1105.3919999999998,2.1655
11.01.2016 17:00:00 UTC,1098.248,1099.8590000000002,1098.019,1099.1290000000001,4.8212
11.01.2016 19:00:00 UTC,1096.648,1096.819,1094.2289999999998,1096.2289999999998,4.4586
11.01.2016 14:00:00 UTC,1100.889,1103.3419999999999,1100.338,1101.4299999999998,6.38164
11.01.2016 12:00:00 UTC,1102.839,1104.998,1102.729,1103.3419999999999,4.75312
11.01.2016 21:00:00 UTC,1094.87,1095.6589999999999,1093.559,1093.8809999999999,1.81206
11.01.2016 13:00:00 UTC,1103.341,1105.6689999999999,1099.148,1100.889,7.71362
11.01.2016 15:00:00 UTC,1101.429,1101.699,1096.258,1099.4180000000001,7.16198
11.01.2016 23:00:00 UTC,1093.439,1096.1190000000001,1093.439,1095.69,1.72832
11.01.2016 16:00:00 UTC,1099.418,1101.629,1097.388,1098.2479999999998,6.97796
11.01.2016 18:00:00 UTC,1099.178,1099.178,1095.938,1096.6390000000001,6.5027800000000004
11.01.2016 20:00:00 UTC,1096.229,1096.82,1094.409,1094.939,5.03921
12.01.2016 09:00:00 UTC,1096.238,1096.698,1094.3790000000001,1094.829,2.7169600000000003
12.01.2016 01:00:00 UTC,1094.899,1095.779,1093.02,1095.2579999999998,4.1488700000000005
12.01.2016 02:00:00 UTC,1095.209,1096.549,1094.989,1095.529,2.81604
12.01.2016 07:00:00 UTC,1094.309,1095.768,1094.019,1094.811,2.92038
12.01.2016 04:00:00 UTC,1096.889,1098.049,1096.281,1097.791,1.15573
12.01.2016 03:00:00 UTC,1095.529,1097.309,1094.899,1096.911,1.6115300000000001
12.01.2016 06:00:00 UTC,1095.768,1096.288,1093.939,1094.3120000000001,2.2948
12.01.2016 00:00:00 UTC,1095.699,1097.03,1094.729,1094.8990000000001,2.61349
12.01.2016 05:00:00 UTC,1097.791,1097.791,1095.202,1095.789,2.09839
12.01.2016 10:00:00 UTC,1094.778,1095.448,1090.181,1091.682,4.66148
12.01.2016 11:00:00 UTC,1091.682,1093.201,1090.838,1090.932,3.58085
12.01.2016 14:00:00 UTC,1088.369,1089.878,1083.4489999999998,1085.312,7.47535
12.01.2016 17:00:00 UTC,1086.179,1086.8780000000002,1084.798,1086.28,5.40122
12.01.2016 15:00:00 UTC,1085.312,1089.2289999999998,1084.529,1088.308,6.77562
12.01.2016 08:00:00 UTC,1094.811,1099.192,1094.7379999999998,1096.1889999999999,3.41052
12.01.2016 21:00:00 UTC,1089.56,1090.051,1085.941,1086.091,1.35107
12.01.2016 23:00:00 UTC,1086.689,1087.941,1086.422,1086.459,1.61595
12.01.2016 12:00:00 UTC,1090.981,1092.529,1086.008,1087.128,4.88349
12.01.2016 19:00:00 UTC,1086.929,1093.2,1086.8390000000002,1089.75,5.89361
12.01.2016 18:00:00 UTC,1086.28,1086.989,1084.989,1086.879,5.90846
12.01.2016 20:00:00 UTC,1089.759,1091.309,1089.121,1089.429,4.17943
12.01.2016 13:00:00 UTC,1087.161,1089.309,1085.3780000000002,1088.4080000000001,7.7087900000000005
12.01.2016 16:00:00 UTC,1088.23,1089.522,1086.069,1086.1580000000001,5.59159
13.01.2016 03:00:00 UTC,1084.409,1085.151,1083.288,1083.708,2.00918
13.01.2016 07:00:00 UTC,1085.159,1085.159,1081.159,1082.248,4.04665
13.01.2016 04:00:00 UTC,1083.73,1084.3990000000001,1083.049,1083.301,1.91674
13.01.2016 06:00:00 UTC,1085.129,1085.668,1084.4379999999999,1085.168,3.0720300000000003
13.01.2016 01:00:00 UTC,1085.992,1087.682,1084.411,1085.461,3.81181
13.01.2016 05:00:00 UTC,1083.301,1085.1879999999999,1082.999,1085.129,3.0872
13.01.2016 02:00:00 UTC,1085.462,1085.938,1082.9089999999999,1084.4089999999999,3.799
13.01.2016 10:00:00 UTC,1081.229,1082.75,1080.8590000000002,1082.14,2.17111
13.01.2016 11:00:00 UTC,1082.131,1083.548,1081.758,1082.699,2.45922
13.01.2016 08:00:00 UTC,1082.259,1082.817,1079.76,1082.218,4.10686
13.01.2016 09:00:00 UTC,1082.251,1083.138,1080.0819999999999,1081.229,2.8729
13.01.2016 14:00:00 UTC,1081.639,1089.4589999999998,1081.108,1088.108,6.75332
13.01.2016 12:00:00 UTC,1082.699,1083.448,1080.469,1082.678,4.16205
13.01.2016 00:00:00 UTC,1086.448,1087.1100000000001,1084.891,1085.9920000000002,3.44249
13.01.2016 13:00:00 UTC,1082.678,1082.9080000000001,1080.479,1081.6080000000002,5.72984
13.01.2016 21:00:00 UTC,1094.509,1094.671,1092.821,1093.191,1.46642
13.01.2016 23:00:00 UTC,1093.359,1095.21,1092.99,1094.932,1.50193
13.01.2016 17:00:00 UTC,1091.678,1092.719,1090.0720000000001,1090.758,4.80812
13.01.2016 20:00:00 UTC,1093.589,1094.81,1091.869,1094.509,4.79557
13.01.2016 18:00:00 UTC,1090.758,1092.299,1086.579,1092.162,6.60149
13.01.2016 16:00:00 UTC,1088.791,1091.859,1088.012,1091.6779999999999,5.35458
13.01.2016 15:00:00 UTC,1088.148,1091.298,1085.9289999999999,1088.801,6.87436
13.01.2016 19:00:00 UTC,1092.162,1095.451,1091.1680000000001,1093.589,6.5538
14.01.2016 09:00:00 UTC,1091.779,1093.089,1090.902,1091.568,4.05838
14.01.2016 10:00:00 UTC,1091.568,1092.698,1090.4,1090.671,3.02628
14.01.2016 07:00:00 UTC,1090.682,1090.788,1087.989,1088.478,3.42376
14.01.2016 05:00:00 UTC,1094.67,1094.819,1091.0700000000002,1091.479,2.33612
14.01.2016 08:00:00 UTC,1088.478,1092.749,1088.1480000000001,1091.7620000000002,3.5775900000000003
14.01.2016 04:00:00 UTC,1092.358,1095.09,1092.311,1094.649,1.81677
14.01.2016 03:00:00 UTC,1092.958,1093.169,1091.448,1092.3110000000001,1.9352500000000001
14.01.2016 00:00:00 UTC,1094.932,1095.161,1093.189,1093.749,2.64848
14.01.2016 01:00:00 UTC,1093.768,1093.849,1091.928,1092.449,4.83819
14.01.2016 12:00:00 UTC,1091.758,1091.759,1084.928,1085.509,5.11329
14.01.2016 02:00:00 UTC,1092.449,1093.1090000000002,1091.958,1092.958,2.46337
14.01.2016 13:00:00 UTC,1085.53,1087.429,1083.418,1084.269,6.81687
14.01.2016 06:00:00 UTC,1091.489,1092.098,1090.681,1090.681,2.56354
14.01.2016 11:00:00 UTC,1090.708,1093.0980000000002,1090.5710000000001,1091.709,3.28145
14.01.2016 16:00:00 UTC,1082.372,1083.739,1081.692,1082.101,7.98672
14.01.2016 19:00:00 UTC,1073.029,1076.569,1072.809,1076.338,3.84041
14.01.2016 15:00:00 UTC,1088.071,1088.841,1081.539,1082.389,8.14161
14.01.2016 18:00:00 UTC,1077.868,1077.8999999999999,1071.4189999999999,1073.008,8.13282
14.01.2016 23:00:00 UTC,1079.259,1079.739,1076.712,1076.851,1.99754
14.01.2016 17:00:00 UTC,1082.049,1082.049,1076.699,1077.868,7.17149
14.01.2016 21:00:00 UTC,1077.012,1078.1219999999998,1076.3419999999999,1078.062,1.13743
14.01.2016 20:00:00 UTC,1076.319,1080.569,1076.28,1076.96,3.3081
14.01.2016 14:00:00 UTC,1084.238,1088.319,1082.938,1088.1180000000002,7.37812
15.01.2016 05:00:00 UTC,1081.029,1081.489,1080.068,1080.549,2.87227
15.01.2016 06:00:00 UTC,1080.539,1083.48,1080.468,1083.092,2.53692
15.01.2016 11:00:00 UTC,1080.829,1082.128,1080.328,1081.9289999999999,3.12236
15.01.2016 03:00:00 UTC,1079.831,1081.282,1079.3319999999999,1080.648,3.02217
15.01.2016 02:00:00 UTC,1078.211,1080.25,1078.181,1079.819,3.21334
15.01.2016 00:00:00 UTC,1076.848,1078.298,1076.6309999999999,1077.998,2.42013
15.01.2016 01:00:00 UTC,1077.998,1078.409,1076.199,1078.189,4.96321
15.01.2016 07:00:00 UTC,1083.092,1084.6580000000001,1082.452,1084.3290000000002,3.87905
15.01.2016 10:00:00 UTC,1083.31,1083.7179999999998,1080.2279999999998,1080.829,3.93548
15.01.2016 09:00:00 UTC,1083.719,1084.8590000000002,1082.948,1083.32,3.3609400000000003
15.01.2016 13:00:00 UTC,1084.151,1097.2820000000002,1083.8290000000002,1093.779,7.17699
15.01.2016 12:00:00 UTC,1082.028,1085.089,1081.729,1084.128,3.15716
15.01.2016 04:00:00 UTC,1080.648,1082.1789999999999,1079.9109999999998,1081.029,2.64315
15.01.2016 08:00:00 UTC,1084.329,1085.211,1083.088,1083.668,5.0526
15.01.2016 17:00:00 UTC,1089.938,1094.259,1089.058,1090.0600000000002,6.2648600000000005
15.01.2016 16:00:00 UTC,1090.398,1091.278,1087.6399999999999,1089.888,7.43472
15.01.2016 14:00:00 UTC,1093.838,1097.281,1091.3709999999999,1093.161,9.32952
15.01.2016 19:00:00 UTC,1089.49,1091.498,1088.441,1088.45,4.07761
15.01.2016 21:00:00 UTC,1087.929,1089.602,1087.601,1088.371,1.72647
15.01.2016 20:00:00 UTC,1088.449,1091.1200000000001,1087.971,1087.971,4.58713
15.01.2016 18:00:00 UTC,1090.059,1091.73,1088.4279999999999,1089.49,6.7531
15.01.2016 15:00:00 UTC,1093.161,1094.6180000000002,1086.631,1090.3980000000001,8.7359
17.01.2016 23:00:00 UTC,1089.402,1090.7820000000002,1089.189,1090.332,0.95787
18.01.2016 04:00:00 UTC,1091.741,1092.32,1091.508,1092.289,1.42947
18.01.2016 05:00:00 UTC,1092.289,1092.39,1090.212,1090.229,2.77199
18.01.2016 07:00:00 UTC,1089.861,1091.159,1088.8600000000001,1090.239,4.4154
18.01.2016 10:00:00 UTC,1091.13,1092.13,1089.7920000000001,1090.439,3.51128
18.01.2016 06:00:00 UTC,1090.238,1090.759,1089.3990000000001,1089.861,2.78065
18.01.2016 00:00:00 UTC,1090.281,1091.171,1089.921,1090.629,3.70193
18.01.2016 02:00:00 UTC,1091.072,1092.658,1090.4709999999998,1092.559,3.76707
18.01.2016 13:00:00 UTC,1090.359,1091.4189999999999,1089.501,1089.838,2.63086
18.01.2016 01:00:00 UTC,1090.598,1092.93,1090.472,1091.072,4.95339
18.01.2016 11:00:00 UTC,1090.439,1090.838,1089.178,1089.718,3.76763
18.01.2016 03:00:00 UTC,1092.608,1093.31,1091.6309999999999,1091.741,2.85724
18.01.2016 14:00:00 UTC,1089.838,1090.249,1088.6109999999999,1089.011,4.30209
18.01.2016 08:00:00 UTC,1090.24,1090.291,1087.508,1088.6580000000001,5.25891
18.01.2016 18:00:00 UTC,1088.688,1088.688,1088.688,1088.688,0.00075
18.01.2016 09:00:00 UTC,1088.709,1091.731,1088.558,1091.13,4.95206
18.01.2016 16:00:00 UTC,1089.069,1089.629,1088.682,1089.348,2.89853
18.01.2016 17:00:00 UTC,1089.328,1089.608,1088.399,1088.761,2.45337
18.01.2016 12:00:00 UTC,1089.718,1090.699,1089.5980000000002,1090.3690000000001,3.2074000000000003
18.01.2016 15:00:00 UTC,1089.029,1089.809,1088.792,1089.069,3.72737
18.01.2016 23:00:00 UTC,1088.799,1089.4379999999999,1088.458,1088.49,1.93926
19.01.2016 06:00:00 UTC,1088.748,1089.539,1088.299,1088.779,2.3579
19.01.2016 02:00:00 UTC,1085.749,1090.49,1085.589,1089.8880000000001,5.31803
19.01.2016 03:00:00 UTC,1089.878,1090.639,1089.358,1089.658,3.20908
19.01.2016 04:00:00 UTC,1089.639,1089.76,1088.129,1088.1979999999999,2.33356
19.01.2016 10:00:00 UTC,1088.818,1089.168,1086.378,1087.189,4.40684
19.01.2016 00:00:00 UTC,1088.489,1089.828,1088.259,1088.328,3.36303
19.01.2016 01:00:00 UTC,1088.35,1088.828,1085.389,1085.7189999999998,5.29011
19.01.2016 09:00:00 UTC,1092.689,1092.959,1088.788,1088.818,5.00838
19.01.2016 07:00:00 UTC,1088.779,1090.359,1087.578,1090.149,4.6597100000000005
19.01.2016 05:00:00 UTC,1088.208,1089.039,1087.659,1088.748,3.17236
19.01.2016 12:00:00 UTC,1083.972,1086.9089999999999,1083.639,1084.649,5.12715
19.01.2016 11:00:00 UTC,1087.188,1087.979,1082.459,1083.9720000000002,2.92472
19.01.2016 08:00:00 UTC,1090.099,1094.53,1089.628,1092.6899999999998,5.98636
19.01.2016 19:00:00 UTC,1089.952,1091.68,1087.449,1087.469,3.58791
19.01.2016 21:00:00 UTC,1087.159,1087.489,1086.3590000000002,1087.0710000000001,1.71929
19.01.2016 23:00:00 UTC,1087.069,1088.182,1086.979,1087.789,1.48597
19.01.2016 18:00:00 UTC,1089.29,1090.6889999999999,1088.478,1089.952,3.29683
19.01.2016 13:00:00 UTC,1084.668,1087.339,1084.399,1086.139,6.49815
19.01.2016 17:00:00 UTC,1087.001,1090.022,1085.991,1089.318,5.01435
19.01.2016 15:00:00 UTC,1086.262,1086.889,1083.4679999999998,1086.262,8.77967
19.01.2016 14:00:00 UTC,1086.139,1088.568,1085.608,1086.2289999999998,7.40288
19.01.2016 20:00:00 UTC,1087.47,1088.568,1086.66,1087.108,4.9254
19.01.2016 16:00:00 UTC,1086.252,1087.279,1084.978,1087.018,6.48693
20.01.2016 05:00:00 UTC,1092.598,1092.998,1091.059,1091.181,2.15831
20.01.2016 08:00:00 UTC,1094.031,1096.808,1093.4299999999998,1095.358,4.77899
20.01.2016 10:00:00 UTC,1093.242,1095.129,1092.979,1094.721,4.7987
20.01.2016 04:00:00 UTC,1092.578,1093.729,1091.829,1092.4479999999999,2.18507
20.01.2016 02:00:00 UTC,1091.519,1091.728,1090.079,1090.882,2.12335
20.01.2016 06:00:00 UTC,1091.181,1092.858,1091.1580000000001,1091.981,2.40824
20.01.2016 03:00:00 UTC,1090.882,1093.438,1090.838,1092.578,2.88974
20.01.2016 01:00:00 UTC,1089.381,1091.999,1089.278,1091.51,3.6715400000000002
20.01.2016 00:00:00 UTC,1087.79,1090.049,1087.769,1089.3809999999999,2.44142
20.01.2016 12:00:00 UTC,1095.092,1102.721,1094.6080000000002,1101.5500000000002,4.6431000000000004
20.01.2016 07:00:00 UTC,1091.971,1094.89,1091.962,1094.039,4.70957
20.01.2016 09:00:00 UTC,1095.329,1096.9379999999999,1093.018,1093.291,5.46751
20.01.2016 17:00:00 UTC,1103.388,1109.619,1102.961,1105.769,4.77168
20.01.2016 16:00:00 UTC,1101.969,1104.1380000000001,1100.8500000000001,1103.3880000000001,4.12702
20.01.2016 11:00:00 UTC,1094.742,1095.312,1093.998,1095.0919999999999,3.74576
20.01.2016 19:00:00 UTC,1104.399,1105.1119999999999,1102.388,1103.4799999999998,5.91396
20.01.2016 21:00:00 UTC,1101.611,1101.699,1100.371,1100.372,1.58037
20.01.2016 14:00:00 UTC,1099.542,1102.2089999999998,1097.091,1101.02,5.99528
20.01.2016 20:00:00 UTC,1103.368,1103.748,1099.311,1101.6109999999999,5.72373
20.01.2016 23:00:00 UTC,1100.71,1102.109,1099.289,1099.38,2.70004
20.01.2016 18:00:00 UTC,1105.811,1106.812,1103.9379999999999,1104.4489999999998,6.20737
20.01.2016 15:00:00 UTC,1101.019,1103.089,1099.489,1101.959,5.02728
20.01.2016 13:00:00 UTC,1101.589,1103.029,1097.829,1099.542,6.19308
21.01.2016 09:00:00 UTC,1100.329,1101.219,1098.6879999999999,1098.6889999999999,3.35689
21.01.2016 04:00:00 UTC,1099.789,1102.658,1099.099,1101.9379999999999,2.10723
21.01.2016 02:00:00 UTC,1099.649,1100.4579999999999,1099.1889999999999,1099.2589999999998,1.63794
21.01.2016 03:00:00 UTC,1099.23,1099.989,1099.038,1099.851,1.14772
21.01.2016 01:00:00 UTC,1098.668,1101.052,1098.6419999999998,1099.6419999999998,2.38265
21.01.2016 00:00:00 UTC,1099.379,1099.609,1097.182,1098.751,3.98159
21.01.2016 06:00:00 UTC,1103.319,1103.319,1101.479,1102.769,1.88804
21.01.2016 11:00:00 UTC,1097.322,1100.029,1097.2209999999998,1099.2589999999998,4.3913
21.01.2016 05:00:00 UTC,1101.938,1103.518,1101.6290000000001,1103.3190000000002,3.10979
21.01.2016 10:00:00 UTC,1098.739,1099.1190000000001,1096.248,1097.3220000000001,4.02498
21.01.2016 07:00:00 UTC,1102.77,1104.509,1102.259,1102.899,3.35624
