fecha,precio_real,pred_base,pred_sentiment,error_base,error_sentiment
2024-10-21,2721.325,2498.4497,2374.5881,222.87529296874982,346.7368652343748
2024-10-22,2746.408,2507.7422,2382.0044,238.6658124999999,364.4036054687499
2024-10-23,2721.178,2517.9639,2390.0686,203.21413281249988,331.1093964843749
2024-10-24,2733.688,2520.7917,2394.658,212.8962519531251,339.0300410156251
2024-10-25,2746.625,2522.7268,2397.2744,223.898193359375,349.3505859375
2024-10-27,2735.655,2524.6897,2398.225,210.9653027343752,337.4299023437502
2024-10-28,2744.2850000000003,2524.1123,2397.8184,220.1726953125003,346.4666406250003
2024-10-29,2774.885,2524.5908,2397.0088,250.29417968750022,377.8762109375002
2024-10-30,2785.258,2530.3362,2398.6033,254.9218183593748,386.6547285156248
2024-10-31,2746.545,2538.3535,2404.9026,208.19148437500007,341.6424121093751
2024-11-01,2735.895,2538.0247,2406.2996,197.87034179687498,329.595439453125
2024-11-03,2738.235,2534.0574,2404.943,204.17762695312513,333.2918847656251
2024-11-04,2735.855,2529.3535,2403.0151,206.50148437500002,332.83986328125
2024-11-05,2745.4950000000003,2525.3713,2401.3389,220.12366210937535,344.15613281250035
2024-11-06,2663.875,2523.8623,2399.4387,140.0126953125,264.436279296875
2024-11-07,2706.785,2508.578,2390.1917,198.20711914062485,316.59334960937485
2024-11-08,2684.035,2499.1277,2382.0178,184.90731445312485,302.01717773437485
2024-11-10,2685.465,2490.1887,2373.491,195.27627929687515,311.97403320312515
2024-11-11,2623.855,2484.6516,2368.4287,139.20338867187502,255.42628906250002
2024-11-12,2598.775,2470.563,2360.9102,128.2120117187501,237.8648437500001
2024-11-13,2570.694,2453.4502,2350.3665,117.24380468749996,220.32754492187496
2024-11-14,2566.775,2435.4495,2337.282,131.3255371093751,229.4930175781251
2024-11-15,2562.715,2419.9355,2324.0864,142.77945312500015,238.62857421875015
2024-11-17,2571.255,2409.5757,2314.705,161.6793164062501,256.5499218750001
2024-11-18,2612.435,2406.1453,2309.7183,206.28973632812495,302.71673828124995
2024-11-19,2635.015,2413.077,2312.2363,221.93809570312487,322.7786718749999
2024-11-20,2652.025,2425.8606,2321.6245,226.1644042968751,330.4004882812501
2024-11-21,2669.018,2439.5894,2333.521,229.42864453125003,335.49700390625003
2024-11-22,2715.8050000000003,2453.0835,2345.4397,262.7215039062503,370.3653027343753
2024-11-23,2715.8050000000003,2469.8425,2359.9688,245.9624707031253,355.8362500000003
2024-11-24,2719.725,2479.4124,2371.1064,240.3126464843749,348.6185546874999
2024-11-25,2610.355,2485.734,2379.262,124.62111328125002,231.09303710937502
2024-11-26,2632.105,2469.4763,2375.5173,162.62868164062502,256.587666015625
2024-11-27,2636.935,2454.0547,2368.293,182.88031249999995,268.64203124999995
2024-11-28,2638.615,2443.0488,2359.9321,195.56617187499978,278.6828710937498
2024-11-29,2649.945,2436.4517,2351.9998,213.49333984375016,297.94524414062516
2024-12-02,2649.945,2435.972,2347.6765,213.97307617187516,302.26848632812516
2024-12-03,2649.945,2437.5176,2345.1143,212.42742187500016,304.83074218750016
2024-12-04,2649.945,2439.5088,2345.2598,210.43621093750016,304.68523437500016
2024-12-05,2649.945,2441.044,2344.166,208.90105468750016,305.77898437500016
2024-12-06,2649.945,2441.866,2343.8008,208.07903320312516,306.14421875000016
2024-12-08,2649.945,2442.6455,2345.1929,207.29949218750016,304.75212890625016
2024-12-09,2649.945,2443.5032,2343.8826,206.44182617187516,306.06243164062516
2024-12-10,2649.945,2444.2473,2343.9885,205.69768554687516,305.95647460937516
2024-12-11,2649.945,2444.803,2343.8208,205.14202148437516,306.12419921875016
2024-12-12,2649.945,2445.6467,2344.9844,204.29827148437516,304.96062500000016
2024-12-13,2649.945,2446.6995,2347.1418,203.24553710937516,302.80315429687516
2024-12-15,2649.945,2447.8945,2349.9744,202.05046875000016,299.97063476562516
2024-12-16,2649.945,2449.0635,2352.3467,200.88152343750016,297.59832031250016
2024-12-17,2649.945,2450.104,2354.3657,199.84099609375016,295.57927734375016
2024-12-18,2649.945,2450.9902,2354.7375,198.95476562500016,295.20745117187516
2024-12-19,2649.945,2451.9604,2354.578,197.98455078125016,295.36711914062516
2024-12-20,2649.945,2452.9893,2353.9949,196.95574218750016,295.95012695312516
2024-12-23,2649.945,2453.998,2354.0938,195.94695312500016,295.85125000000016
2024-12-24,2649.945,2455.2969,2353.2705,194.64812500000016,296.67449218750016
2024-12-25,2649.945,2456.6458,2352.2397,193.29924804687516,297.70525390625016
2024-12-26,2649.945,2461.1968,2351.6414,188.74822265625016,298.30364257812516
2024-12-27,2649.945,2467.9211,2352.406,182.02385742187516,297.53899414062516
2024-12-28,2649.945,2475.187,2356.0352,174.75798828125016,293.90984375000016
2024-12-29,2649.945,2481.8848,2357.4888,168.06023437500016,292.45623046875016
2024-12-30,2649.945,2488.0386,2359.7856,161.90642578125016,290.15935546875016
2024-12-31,2649.945,2493.413,2362.9248,156.53191406250016,287.02019531250016
2025-01-01,2623.555,2497.9414,2364.9338,125.61359374999984,258.62116210937484
2025-01-02,2658.295,2494.8035,2364.2004,163.49153320312507,294.0945605468751
2025-01-03,2639.898,2496.1284,2364.5442,143.76958203125014,275.35381054687514
2025-01-05,2639.898,2495.034,2365.052,144.86406445312514,274.84599804687514
2025-01-06,2634.465,2494.7246,2365.6992,139.74039062500015,268.76578125000015
2025-01-07,2649.5550000000003,2492.1934,2365.4482,157.3616406250003,284.1067578125003
2025-01-08,2662.475,2492.4404,2365.8784,170.0345703124999,296.5965820312499
2025-01-09,2669.795,2495.091,2365.6528,174.70393554687507,304.1421679687501
2025-01-10,2689.755,2498.875,2367.189,190.8800000000001,322.5660351562501
2025-01-12,2690.8680000000004,2505.0115,2370.943,185.8565253906254,319.9248847656254
2025-01-13,2667.675,2510.1438,2373.5608,157.53120117187518,294.1142089843752
2025-01-14,2675.415,2508.8206,2374.4263,166.59444335937496,300.98873046874996
2025-01-15,2694.625,2506.6528,2374.7263,187.97216796875,319.898681640625
2025-01-16,2714.448,2507.2568,2375.9177,207.19116406249987,338.53027539062487
2025-01-17,2702.645,2511.8242,2380.515,190.82078124999998,322.130107421875
2025-01-18,2702.645,2514.2583,2384.3433,188.38669921874998,318.30173828125
2025-01-19,2696.245,2515.984,2387.032,180.2611132812499,309.2130175781249
2025-01-20,2710.205,2514.8,2387.727,195.40495117187493,322.4779492187499
2025-01-21,2744.058,2514.8909,2389.089,229.167130859375,354.968888671875
2025-01-22,2755.188,2520.1704,2392.4836,235.0175898437501,362.7043574218751
2025-01-23,2754.365,2527.8616,2396.5056,226.50342773437478,357.8593847656248
2025-01-24,2769.805,2533.416,2399.9868,236.38898437499984,369.81818359374984
2025-01-25,2769.805,2540.024,2403.722,229.78107421874984,366.08307617187484
2025-01-27,2741.615,2543.9126,2405.925,197.70240234374978,335.6899511718748
2025-01-28,2762.545,2540.8318,2405.64,221.71321289062507,356.9051074218751
2025-01-29,2760.035,2539.1887,2404.11,220.84627929687485,355.92489257812485
2025-01-30,2795.965,2537.2559,2402.9631,258.70914062500015,393.00186523437515
2025-01-31,2798.085,2541.6755,2404.8472,256.40946289062504,393.23783203125004
2025-02-02,2792.545,2547.9543,2408.719,244.59065429687507,383.8260058593751
2025-02-03,2813.548,2552.1792,2413.5159,261.3688007812498,400.0321308593748
2025-02-04,2841.0350000000003,2557.8103,2418.135,283.2246972656253,422.8999902343753
2025-02-05,2868.985,2566.463,2424.7158,302.5221093750001,444.2691796875001
2025-02-06,2857.835,2578.3745,2433.4556,279.46048828125004,424.37943359375004
2025-02-07,2860.135,2584.995,2439.9712,275.1398828125002,420.1638085937502
2025-02-08,2860.135,2589.5684,2443.8098,270.5666406250002,416.3251855468752
2025-02-09,2867.198,2591.6582,2444.179,275.53979687499987,423.01904492187487
2025-02-10,2917.655,2592.5261,2445.2217,325.1288769531252,472.4333203125002
2025-02-11,2898.375,2599.818,2449.6267,298.556884765625,448.748291015625
2025-02-12,2905.498,2603.6968,2453.4658,301.80122265625005,452.03217968750005
2025-02-13,2930.935,2605.4678,2455.8748,325.46722656249995,475.06024414062495
2025-02-14,2882.085,2610.4282,2459.5242,271.65677734375004,422.56083007812504
2025-02-16,2879.075,2606.8076,2459.4932,272.2673828124998,419.5818359374998
2025-02-17,2899.175,2601.432,2456.2844,297.7431152343752,442.8905761718752
2025-02-18,2933.778,2599.3418,2454.7964,334.4362031249998,478.9816132812498
2025-02-19,2935.085,2603.3481,2454.5166,331.73685546875004,480.56839843750004
2025-02-20,2941.205,2608.373,2456.1853,332.8319531249999,485.0196972656249
2025-02-21,2934.955,2613.7002,2458.261,321.2548046874999,476.6940136718749
2025-02-23,2936.635,2616.098,2459.8987,320.5370996093752,476.7363183593752
2025-02-24,2949.795,2617.4197,2462.5781,332.3753222656251,487.2168750000001
2025-02-25,2918.405,2619.2136,2464.985,299.1913769531252,453.4198925781252
2025-02-26,2918.9950000000003,2614.639,2465.0593,304.35608398437535,453.93567382812535
2025-02-27,2875.815,2609.895,2462.268,265.91998046875005,413.54693359375005
2025-02-28,2856.998,2599.557,2456.8237,257.44111523437505,400.17426953125005
2025-03-01,2856.998,2587.2334,2449.087,269.76460156250005,407.91108593750005
2025-03-03,2890.625,2578.8098,2441.6091,311.815185546875,449.015869140625
2025-03-04,2914.0750000000003,2578.4758,2438.2444,335.5991699218753,475.8306152343753
2025-03-05,2918.165,2585.4907,2440.5686,332.67427734374996,477.59639648437496
2025-03-06,2910.058,2593.7122,2445.1755,316.345841796875,464.882462890625
2025-03-07,2909.355,2598.9265,2449.4045,310.428486328125,459.950458984375
2025-03-09,2915.908,2602.1438,2452.597,313.7642011718749,463.3110761718749
2025-03-10,2884.405,2604.5386,2455.2007,279.8664257812502,429.2043164062502
2025-03-11,2915.148,2600.4631,2453.5273,314.68486523437514,461.62065625000014
2025-03-12,2937.925,2599.982,2452.6958,337.9430664062502,485.2291992187502
2025-03-13,2986.195,2603.7815,2454.311,382.41350585937516,531.8839648437502
2025-03-14,2983.795,2615.1846,2460.0325,368.6104296875001,523.7625292968751
2025-03-15,2983.795,2625.967,2467.2434,357.8279589843751,516.5515917968751
2025-03-16,2989.9150000000004,2633.871,2472.3982,356.0439062500004,517.5168066406254
2025-03-17,2999.5179999999996,2639.2622,2477.5303,360.2557929687496,521.9877265624996
2025-03-18,3031.528,2643.0486,2481.85,388.4794160156248,549.6779023437498
2025-03-19,3049.875,2649.7388,2486.7354,400.13623046875,563.1396484375
2025-03-20,3046.245,2657.3286,2492.5642,388.9163867187499,553.6807910156249
2025-03-21,3022.705,2662.2756,2497.0247,360.4293652343749,525.6803417968749
2025-03-22,3022.705,2660.969,2497.7056,361.7360058593749,524.9994335937499
2025-03-23,3024.515,2659.1697,2496.6821,365.3453222656249,527.8328710937499
2025-03-24,3009.595,2657.271,2494.6248,352.3240039062498,514.9702441406248
2025-03-25,3020.7749999999996,2653.655,2491.3652,367.11997070312464,529.4097656249996
2025-03-26,3021.395,2652.5986,2489.856,368.7963671875,531.53904296875
2025-03-27,3055.2749999999996,2652.391,2489.3474,402.88388671874964,565.9275878906246
2025-03-28,3083.898,2657.6052,2491.0627,426.29277539062514,592.8352558593751
2025-03-29,3083.898,2666.9421,2495.807,416.95586132812514,588.0911152343751
2025-03-30,3088.898,2673.6863,2499.938,415.21172070312514,588.9600117187501
2025-03-31,3120.3479999999995,2680.5588,2503.8145,439.7891621093745,616.5335468749995
2025-04-01,3114.998,2689.024,2508.8975,425.97407421875005,606.1005390625
2025-04-02,3162.475,2695.0017,2515.0195,467.4732910156249,647.4554687499999
2025-04-03,3112.6249999999995,2704.057,2520.9512,408.56811523437455,591.6738281249995
2025-04-04,3037.9979999999996,2701.4146,2522.098,336.5834492187496,515.9000996093746
2025-04-05,3037.9979999999996,2686.169,2516.8489,351.8290546874996,521.1491230468746
2025-04-06,2999.5479999999993,2674.9316,2509.8914,324.6163593749993,489.6566425781243
2025-04-07,2981.075,2656.5295,2498.0647,324.5454589843748,483.0103027343748
2025-04-08,2978.2649999999994,2640.6936,2486.2905,337.5713964843744,491.9744726562494
2025-04-09,3086.4949999999994,2630.0093,2477.3179,456.48572265624944,609.1771289062494
2025-04-10,3188.7749999999996,2638.1018,2478.5544,550.6731933593746,710.2205566406246
2025-04-11,3236.3749999999995,2662.979,2491.8367,573.3959960937495,744.5383300781245
2025-04-13,3223.545,2692.3833,2510.2336,531.1616992187501,713.3113574218751
2025-04-14,3212.395,2711.1487,2525.832,501.246318359375,686.56296875
2025-04-15,3251.665,2719.3372,2536.5654,532.327841796875,715.0995703125
2025-04-16,3349.885,2725.525,2542.7068,624.3600976562502,807.1782128906252
2025-04-17,3326.925,2740.1016,2550.9827,586.8234375000002,775.9423339843752
2025-04-18,3326.925,2746.7307,2556.22,580.1942871093752,770.7050292968752
2025-04-19,3326.925,2749.786,2559.1646,577.1391113281252,767.7604492187502
2025-04-20,3347.975,2749.8918,2558.6843,598.0831542968749,789.2906738281249
2025-04-21,3434.954,2751.6382,2557.8772,683.3158164062502,877.0768027343752
2025-04-22,3336.3149999999996,2763.0735,2563.8247,573.2415136718746,772.4902929687496
2025-04-23,3316.1449999999995,2760.2412,2566.5027,555.9037890624995,749.6423144531245
2025-04-24,3348.7449999999994,2750.8281,2565.3862,597.9168749999994,783.3587695312494
2025-04-25,3318.625,2746.337,2564.3813,572.2880859375,754.24365234375
2025-04-26,3318.625,2738.2803,2560.2317,580.3447265625,758.393310546875
2025-04-27,3302.415,2733.4133,2557.348,569.001669921875,745.067099609375
2025-04-28,3337.325,2729.2656,2553.4863,608.0593749999998,783.8386718749998
2025-04-29,3316.7749999999996,2730.1018,2551.3425,586.6731933593746,765.4324707031246
2025-04-30,3272.5449999999996,2729.5186,2549.9194,543.0264453124996,722.6255664062496
2025-05-01,3236.955,2723.7246,2546.9128,513.2303906249999,690.0421582031249
2025-05-02,3239.4149999999995,2712.4602,2539.9285,526.9547949218745,699.4865332031245
2025-05-03,3239.4149999999995,2704.8372,2533.5225,534.5778417968745,705.8925390624995
2025-05-04,3247.7449999999994,2700.6204,2529.3792,547.1246386718744,718.3658496093744
2025-05-05,3333.7650000000003,2700.4355,2527.2383,633.3294531250003,806.5267187500003
2025-05-06,3400.385,2712.3862,2531.8674,687.9987695312502,868.5175683593752
2025-05-07,3376.0150000000003,2733.2463,2542.8872,642.7686621093753,833.1277929687503
2025-05-08,3316.025,2746.0825,2552.986,569.9424804687501,763.0389160156251
2025-05-09,3323.3450000000003,2745.224,2557.4963,578.1208789062503,765.8486621093753
2025-05-12,3236.5849999999996,2741.1604,2558.4465,495.4245996093746,678.1384667968746
2025-05-13,3253.925,2725.8027,2552.9082,528.1222656250002,701.0167968750002
2025-05-14,3185.815,2714.4922,2546.1335,471.32281250000005,639.681455078125
2025-05-15,3236.8449999999993,2697.7903,2536.4124,539.0547167968743,700.4326464843743
2025-05-16,3202.4649999999997,2690.985,2530.0894,511.4798925781247,672.3756445312497
2025-05-19,3222.1949999999997,2685.6472,2525.3433,536.5477832031247,696.8517382812497
2025-05-20,3290.435,2687.5725,2523.6824,602.862490234375,766.752626953125
2025-05-21,3319.835,2700.8787,2527.5923,618.956337890625,792.24271484375
2025-05-22,3299.7479999999996,2718.354,2535.584,581.3939960937496,764.1640156249996
2025-05-23,3356.5749999999994,2729.8394,2542.6526,626.7356445312494,813.9224121093744
2025-05-24,3356.5749999999994,2742.9556,2550.7832,613.6194335937494,805.7917968749994
2025-05-26,3345.9449999999997,2748.572,2556.228,597.3729785156247,789.7169726562497
2025-05-27,3309.148,2751.6504,2560.328,557.4976093750001,748.8201191406251
2025-05-28,3259.5480000000002,2747.163,2560.0498,512.3849140625002,699.4981953125002
2025-05-29,3315.395,2736.1362,2555.2617,579.25876953125,760.13328125
2025-05-30,3288.865,2733.3857,2552.7197,555.4792578124998,736.1452734374998
2025-05-31,3288.865,2729.8748,2550.0977,558.9902441406248,738.7673437499998
2025-06-01,3309.9349999999995,2729.4126,2548.381,580.5224023437495,761.5538964843745
2025-06-02,3387.1979999999994,2732.6548,2547.9255,654.5432148437494,839.2724628906244
2025-06-03,3359.6979999999994,2744.6682,2553.3076,615.0297871093744,806.3903828124994
2025-06-04,3377.935,2750.936,2558.239,626.99896484375,819.695986328125
2025-06-05,3361.6479999999997,2757.0945,2563.3928,604.5535175781247,798.2551777343747
2025-06-06,3309.625,2759.3096,2567.1133,550.3154296875,742.51171875
2025-06-08,3317.798,2753.188,2564.894,564.6100117187498,752.9039570312498
2025-06-09,3326.555,2747.7957,2561.936,578.7593457031248,764.6189648437498
2025-06-10,3327.755,2744.303,2558.9666,583.4520214843751,768.7884472656251
2025-06-11,3365.265,2743.003,2557.11,622.2620703124999,808.1548925781249
2025-06-12,3395.545,2748.0352,2558.515,647.5098437500001,837.0301074218751
2025-06-13,3431.855,2756.546,2562.5264,675.3091015625,869.3286328125
2025-06-15,3444.0149999999994,2769.507,2568.775,674.5079199218744,875.2400976562494
2025-06-16,3402.5979999999995,2781.8384,2575.4238,620.7596210937495,827.1741718749995
2025-06-17,3387.155,2783.8745,2578.8667,603.2804882812502,808.2883007812502
2025-06-18,3374.885,2780.307,2578.993,594.5781152343752,795.8920800781252
2025-06-19,3368.585,2774.7642,2576.8792,593.82083984375,791.705849609375
2025-06-20,3368.0049999999997,2769.4526,2574.2495,598.5523632812497,793.7554882812497
2025-06-22,3372.4979999999996,2765.608,2571.2717,606.8900898437496,801.2262714843746
2025-06-23,3343.898,2766.513,2569.5967,577.3850605468751,774.3013203125001
2025-06-24,3324.015,2764.5571,2567.8718,559.4578710937499,756.1431738281249
2025-06-25,3338.8049999999994,2759.413,2564.8152,579.3919140624994,773.9898144531244
2025-06-26,3318.498,2757.102,2562.1797,561.39594921875,756.3183125
2025-06-27,3273.3349999999996,2754.195,2559.7126,519.1399316406246,713.6223535156246
2025-06-29,3263.5849999999996,2746.1948,2554.9998,517.3901757812496,708.5852441406246
2025-06-30,3312.298,2738.8904,2549.6265,573.4076191406248,762.6715351562498
2025-07-01,3337.8749999999995,2740.483,2547.297,597.3920898437495,790.5778808593745
2025-07-02,3349.098,2748.2817,2549.2195,600.81626171875,799.878517578125
2025-07-03,3330.648,2757.8352,2554.3975,572.8127949218751,776.2505390625001
2025-07-04,3336.2479999999996,2762.8064,2558.5183,573.4416035156246,777.7296894531246
2025-07-06,3328.6549999999997,2766.2886,2562.1687,562.3664257812497,766.4862988281247
2025-07-07,3334.398,2767.4248,2563.4497,566.9731953125001,770.9482929687501
2025-07-08,3301.995,2767.5166,2564.8538,534.4783984374999,737.1412402343749
2025-07-09,3317.425,2763.291,2564.404,554.1339843750002,753.0209472656252
2025-07-10,3323.5549999999994,2761.1467,2564.3572,562.4082714843744,759.1978222656244
2025-07-11,3354.725,2761.4858,2565.1501,593.2391601562499,789.5748535156249
2025-07-12,3354.725,2767.0999,2567.5283,587.6251464843749,787.1966796874999
2025-07-13,3367.498,2771.2185,2570.4558,596.279494140625,797.042189453125
2025-07-14,3345.048,2777.4587,2574.4714,567.5892597656248,770.5765644531248
2025-07-15,3330.798,2779.0537,2575.8271,551.7442890624998,754.9708515624998
2025-07-16,3346.275,2777.3552,2573.5278,568.9197753906251,772.7471679687501
2025-07-17,3340.055,2777.3186,2570.9824,562.7363964843748,769.0725781249998
2025-07-18,3349.6549999999997,2775.4211,2568.3948,574.2338574218747,781.2602246093747
2025-07-19,3349.6549999999997,2775.8794,2566.75,573.7756054687497,782.9049999999997
2025-07-20,3348.898,2776.4194,2566.0571,572.4785664062501,782.8408710937501
2025-07-21,3396.2979999999993,2777.3235,2566.9082,618.9745136718743,829.3897968749993
2025-07-22,3427.305,2783.7737,2569.5312,643.5313183593748,857.7737499999998
2025-07-23,3389.8849999999998,2792.8635,2574.51,597.0214746093748,815.3749902343748
2025-07-24,3369.148,2795.368,2578.3262,573.7800800781251,790.8218281250001
2025-07-25,3335.5750000000003,2792.2705,2578.8777,543.3044921875003,756.6973144531253
2025-07-28,3312.405,2783.9424,2576.9387,528.4626171875002,735.4662792968752
2025-07-29,3327.1979999999994,2773.9065,2571.943,553.2915058593744,755.2548847656244
2025-07-30,3285.0749999999994,2768.251,2567.4673,516.8240234374994,717.6077148437494
2025-07-31,3288.3549999999996,2759.7708,2562.0742,528.5842480468746,726.2807812499996
2025-08-01,3362.4249999999997,2755.3425,2557.4897,607.0824707031247,804.9352539062497
2025-08-03,3361.8049999999994,2761.3267,2558.3364,600.4783398437494,803.4685742187494
2025-08-04,3377.198,2768.7688,2563.2886,608.4292011718749,813.9094257812499
2025-08-05,3383.065,2776.3184,2568.7468,606.746640625,814.318173828125
2025-08-06,3369.905,2781.7712,2572.9167,588.1337597656252,796.9882519531252
2025-08-07,3400.1090000000004,2783.3403,2575.8533,616.7686679687504,824.2557285156254
2025-08-08,3398.579,2787.134,2578.1555,611.4449667968752,820.4234824218752
2025-08-09,3398.579,2788.9841,2578.7168,609.5948691406252,819.8622031250002
2025-08-10,3391.2549999999997,2789.653,2578.8389,601.6019238281247,812.4161328124997
2025-08-11,3348.848,2789.4282,2578.3584,559.41977734375,770.4896015625
2025-08-12,3350.435,2783.014,2576.234,567.421083984375,774.20111328125
2025-08-13,3362.565,2777.0442,2573.8752,585.520810546875,788.689755859375
2025-08-14,3335.248,2774.5022,2572.12,560.745802734375,763.1278828125
2025-08-15,3334.6449999999995,2770.4282,2569.4592,564.2167773437495,765.1857714843745
2025-08-17,3326.895,2767.7651,2567.0085,559.12986328125,759.886455078125
2025-08-18,3330.7449999999994,2765.143,2564.1245,565.6019335937494,766.6204882812494
2025-08-19,3314.1349999999998,2764.6968,2562.1252,549.4382226562498,752.0097558593748
2025-08-20,3346.765,2762.5698,2560.3748,584.1951757812499,786.3902441406249
2025-08-21,3338.185,2764.7112,2560.9065,573.473818359375,777.278505859375
2025-08-22,3371.2349999999997,2765.958,2562.0393,605.2769921874997,809.1956933593747
2025-08-23,3371.2349999999997,2770.962,2565.0679,600.2730859374997,806.1671289062497
2025-08-24,3368.8649999999993,2773.7346,2567.9363,595.1303808593743,800.9287207031243
2025-08-25,3354.6479999999997,2777.105,2571.122,577.5430195312497,783.5259296874997
2025-08-26,3390.6479999999997,2778.018,2573.058,612.6299335937497,817.5898945312497
