fecha_date,sentiment_numeric,sentiment_weighted,sentiment_score,num_noticias,sentiment_ma_7,sentiment_ma_30,sentiment_extreme
2016-01-03,0.08333333333333333,0.03621990978717804,0.8131130834420522,12,,,False
2016-01-04,0.15384615384615385,0.10439866781234741,0.835821284697606,13,,,False
2016-01-05,-0.2631578947368421,-0.22605474999076441,0.7763216322974155,19,,,False
2016-01-06,-0.3157894736842105,-0.25682603058062103,0.7690667792370445,19,-0.07471306529409605,,False
2016-01-08,0.16666666666666666,0.13394715388615927,0.7976382308536105,18,-0.10272148521588527,,False
2016-01-11,-0.05263157894736842,-0.054624974727630615,0.8067004555150082,19,-0.1453617481235632,,False
2016-01-12,-0.26666666666666666,-0.26005143324534097,0.7780268629391988,15,-0.1232984341051703,,False
2016-01-13,-0.14814814814814814,-0.1598390296653465,0.727576008549443,27,0.046791038848367945,,False
2016-01-14,-0.23076923076923078,-0.19408317254139826,0.715720690213717,26,0.0037551568594379747,,False
2016-01-15,-0.10526315789473684,-0.07161155186201397,0.7641273956549796,19,0.014835317681625127,,False
2016-01-17,1.0,0.9338002800941467,0.9338002800941467,1,0.022957578078513067,,True
2016-01-19,-0.18181818181818182,-0.1673040200363506,0.7940239581194791,22,-0.011957091277685294,,False
2016-01-20,0.04,0.022936151027679444,0.7448929274082183,25,-0.017696207029391932,,False
2016-01-25,-0.23529411764705882,-0.2031956104671254,0.7617577033884385,17,-0.06268055643614341,,False
2016-01-26,-0.42857142857142855,-0.404241715158735,0.7597976412091937,14,-0.21290068401573173,,False
2016-01-27,-0.3142857142857143,-0.23425698280334473,0.8122661539486477,35,-0.12554987119044209,-0.06845000630883807,False
2016-01-28,-0.45,-0.3865019977092743,0.8420295536518096,20,-0.19752209454042205,-0.08466664548981621,False
2016-01-29,-0.17391304347826086,-0.11774061296297156,0.7585002468979877,23,-0.18802984049748497,-0.09249968241208939,False
2016-01-30,0.5,0.4441516697406769,0.7502584159374237,2,-0.14060072637348853,-0.07778918309197552,True
2016-01-31,-0.5,-0.4808694124221802,0.864994078874588,2,-0.13367348076650978,-0.07033948126904972,False
2016-02-01,-0.1111111111111111,-0.13674983216656578,0.807480115029547,18,-0.1080047409060015,-0.07912164791637212,False
2016-02-02,-0.0625,-0.07223791629076004,0.8250532075762749,16,-0.0911846533398627,-0.07157680974836918,False
2016-02-03,-0.25,-0.18576626355449358,0.7564615532755852,24,-0.09244384403548908,-0.08505125257474619,False
2016-02-04,-0.25806451612903225,-0.2068208186857162,0.8200931126071561,31,-0.009519813314301502,-0.07800253785141985,False
2016-02-06,0.0,0.0,0.7253808975219727,1,-0.030158257688644403,-0.08005753841615605,False
2016-02-07,0.5,0.4353373348712921,0.6728301495313644,2,-0.02473421448697405,-0.0885530273416753,True
2016-02-09,0.125,0.09959880262613297,0.7600339390337467,8,-0.01671410220405901,-0.11967970334481354,False
2016-02-10,-0.32142857142857145,-0.2812189427869661,0.7808952299611909,28,-0.05149388034069472,-0.11296713899411803,False
2016-02-11,0.0,-0.03426961387906756,0.7464793835367475,28,-0.07014994317724443,-0.11277997462009824,False
2016-02-12,-0.09090909090909091,-0.12962547757408835,0.8098737109791149,11,-0.1015895296427645,-0.09906648369607335,False
2016-02-14,-0.5,-0.45027926564216614,0.8802996873855591,2,-0.12058006943119025,-0.09381627968326708,False
2016-02-15,-0.14285714285714285,-0.13059243985584804,0.7713481698717389,7,-0.09890848410926827,-0.0942429253682004,False
2016-02-16,0.3157894736842105,0.21526022961265162,0.8181825625269037,19,-0.06948137208190754,-0.08113339622938488,False
2016-02-17,-0.045454545454545456,-0.033334975892847236,0.7964063747362657,22,-0.14586126357655943,-0.07613972640031,False
2016-02-18,-0.14814814814814814,-0.12951784553351225,0.784596523752919,27,-0.07416102390847235,-0.09264291560643335,False
2016-02-19,0.2777777777777778,0.17172017031245762,0.7673700054486593,18,-0.09203827385527742,-0.08425421843028931,False
2016-02-21,-0.8,-0.6642847180366516,0.8501923084259033,5,-0.16942919517531227,-0.08133749046058143,True
2016-02-24,0.07142857142857142,0.05162241203444345,0.7646547555923462,14,-0.16466705576204838,-0.08367999844879594,False
2016-02-25,-0.2916666666666667,-0.2557331894834836,0.8095818273723125,24,-0.1412969477594731,-0.08362547379735344,False
2016-02-26,-0.3888888888888889,-0.3264762196275923,0.7972039944595761,18,-0.16174967462578516,-0.10828586431668018,False
2016-02-27,0.0,0.0,0.7311349511146545,1,-0.03710769815574617,-0.1167718024654142,False
2016-03-03,0.10526315789473684,0.03407291048451474,0.7971215122624448,19,-0.07973027055703057,-0.13734721638273198,False
2016-03-04,0.043478260869565216,0.028551082248273102,0.7408436549746472,23,-0.07849072253815352,-0.1331728162617584,False
2016-03-06,0.3333333333333333,0.20820911725362143,0.650873859723409,3,-0.03088213738347013,-0.14189020428285287,False
2016-03-08,-0.2631578947368421,-0.24673559477454737,0.8039736465403908,19,-0.026300782825002266,-0.13842014627689928,False
2016-03-09,-0.34782608695652173,-0.24705635335134424,0.762136556532072,23,-0.03844605667179347,-0.13567616641285105,False
2016-03-10,0.0,0.00678387645519141,0.7416168460340211,33,-0.0752688537269552,-0.12701693459324645,False
2016-03-11,0.0625,0.032069481909275055,0.7755444832146168,16,-0.11204844091680531,-0.1306050724753429,False
2016-03-13,-0.2,-0.05094400644302368,0.7401684045791626,5,-0.09715952108289781,-0.1415045930803736,False
2016-03-14,-0.27586206896551724,-0.22920849713785896,0.7722218406611475,29,-0.08817011689145136,-0.14755369472707472,False
2016-03-15,-0.08695652173913043,-0.04924799307532932,0.7503264701884725,23,-0.22437246128012417,-0.14331239848847888,False
2016-03-16,-0.16129032258064516,-0.14251315593719482,0.8103410217069811,31,-0.2653221221903092,-0.15709470378650706,False
2016-03-17,-0.2647058823529412,-0.18413052401121924,0.7221854127505246,34,-0.2840337045053404,-0.13992347680820502,False
2016-03-20,-1.0,-0.9466325342655182,0.9466325342655182,2,-0.21917094687774047,-0.14859279756468582,True
2016-03-22,-0.25925925925925924,-0.2545781444620203,0.7353646931824861,27,-0.28966988835552193,-0.14028994601485056,False
2016-03-24,-0.18518518518518517,-0.18192508264824195,0.8060127011051884,27,-0.2593348480359884,-0.12931221800723214,False
2016-03-25,0.3333333333333333,0.22483080625534058,0.8317740559577942,3,-0.23978849912762007,-0.1026421713598424,False
2016-03-27,-0.6666666666666666,-0.5427405834197998,0.8297067880630493,3,-0.13176989581169307,-0.10246168236071546,False
2016-03-28,0.13333333333333333,0.0698321262995402,0.8048203110694885,15,-0.12943538607693886,-0.11288857077476666,False
2016-03-29,-0.05,-0.047306081652641295,0.8151274889707565,20,-0.11940685834694284,-0.12918764894426185,False
2016-04-01,-0.21052631578947367,-0.19050231105402896,0.8093824135629755,19,-0.1822124057111172,-0.12170141080972711,False
2016-04-03,-0.25,-0.23823657631874084,0.8402208685874939,4,-0.10500360213337971,-0.11346619903134897,False
2016-04-04,-0.14285714285714285,-0.11172538853826977,0.8023590857074374,21,-0.14951518998022653,-0.11443469124129574,False
2016-04-05,-0.2777777777777778,-0.21480802529388004,0.818101069993443,18,-0.16406402241379084,-0.11676224818490534,False
2016-04-06,-0.038461538461538464,-0.002278958375637348,0.8055876378829663,26,-0.166629008071784,-0.11892539088529332,False
2016-04-10,-0.2857142857142857,-0.24174898862838745,0.8559472731181553,7,-0.1335448747388817,-0.10127955507733954,False
2016-04-11,-0.16,-0.14914790868759156,0.825627760887146,25,-0.1171761591475631,-0.0994036942192608,False
2016-04-13,-0.25,-0.20845721065998077,0.8145684108138085,20,0.027810901526090035,-0.09734488385108052,False
2016-04-14,0.0,-0.006647642988425035,0.8121432512998581,26,0.03377754993094153,-0.09036709639678685,False
2016-04-15,0.0,0.0028556206009604716,0.7836190326647325,22,0.027705181138816377,-0.05852640584665517,False
2016-04-16,1.0,0.8001013994216919,0.8001013994216919,1,0.008902992689724656,-0.047786995411199226,True
2016-04-17,0.0,0.03948758045832316,0.6340410709381104,3,0.035518529821364005,-0.061846666030221924,False
2016-04-18,-0.35,-0.2842555701732635,0.782025495171547,20,0.03646819310542472,-0.07780244179726385,False
2016-04-19,-0.3181818181818182,-0.28076322783123364,0.7935241813009436,22,0.032878691613400166,-0.06488017447949194,False
2016-04-21,0.05263157894736842,-0.022148450738505313,0.7855888244352842,19,-0.08681539778955769,-0.07606600826114854,False
2016-04-24,0.0,0.0,0.6812131553888321,2,-0.10900480749141282,-0.07448913887272716,False
2016-04-25,0.0,-0.022270889843211454,0.7733021623948041,17,-0.025515929309410355,-0.06863409445985684,False
2016-04-26,-0.047619047619047616,-0.03775722639901297,0.7412370088554564,21,0.015597079333199147,-0.0650450492463,False
2016-04-27,-0.15151515151515152,-0.1158382874546629,0.7642641022349849,33,0.007225594454158967,-0.06802796926033829,False
2016-05-01,0.5,0.3001665771007538,0.722838282585144,2,0.010826037256672003,-0.061202903309509726,True
2016-05-02,0.06666666666666667,0.007027832667032877,0.834692637125651,15,0.015234476125478224,-0.054950454831105486,False
2016-05-03,-0.16666666666666666,-0.08074884489178658,0.7226793505251408,24,0.03028610398271694,-0.05330808901785018,False
2016-05-04,0.0,0.02520309961759127,0.7944185000199538,13,-0.039410597983605924,-0.05429076197525671,False
2016-05-05,0.07692307692307693,0.008588182238432078,0.7828959260995572,26,-0.1185547471059875,-0.04236442156866547,False
2016-05-06,0.13043478260869565,0.06760416860165804,0.8294527517712634,23,-0.1417119466136554,-0.0421428334690513,False
2016-05-08,-0.6666666666666666,-0.603715201218923,0.9156480232874552,3,-0.16813966693627982,-0.05062530788283637,True
2016-05-11,-0.2631578947368421,-0.2538424667559172,0.7985519547211496,19,-0.17174010973879286,-0.08294199516022153,False
2016-05-12,-0.2,-0.15507256388664245,0.810936576128006,30,-0.17508856129684308,-0.08581291403876437,False
2016-05-13,-0.2727272727272727,-0.2657428871501576,0.7857403755187988,22,-0.20339847394165647,-0.08704141628513586,False
2016-05-15,0.0,0.0,0.8037921786308289,2,-0.1458981579045844,-0.06419586924844471,False
2016-05-16,0.0,-0.014850978667919453,0.7686055119221027,13,-0.11107152647788522,-0.06998577435525691,False
2016-05-17,-0.13793103448275862,-0.1305652199120357,0.7853742560435986,29,-0.06244766078315208,-0.0748915758700414,False
2016-05-18,-0.25925925925925924,-0.20121298895941842,0.7653183981224343,27,-0.05198125036609074,-0.07940514040707519,False
2016-05-19,-0.03125,-0.010056046769022942,0.7706969473510981,32,-0.07749954999606036,-0.08260190524442897,False
2016-05-20,0.2608695652173913,0.18529449597648953,0.8450315905653912,23,-0.0540446956809638,-0.07518881853645508,False
2016-05-24,-0.2,-0.19247801423072816,0.8195583689212799,25,-0.03539252140781584,-0.10289157426581248,False
2016-05-25,-0.21739130434782608,-0.17862809740978738,0.8231640276701554,23,-0.042593324672554854,-0.10563813743550377,False
2016-05-26,0.2727272727272727,0.1493330015377565,0.7124054309996691,22,-0.0653566349769606,-0.1080058071862367,False
