Date,Open,High,Low,Close,Volume,Returns,Volatility_30
2016-09-06,1327.249,1352.519,1324.85,1349.019,80.66872000000001,0.016285104915503716,7.877251827172843
2016-09-07,1349.02,1352.558,1341.789,1344.209,71.86337,-0.0035719256699338333,7.945874051394496
2016-09-08,1344.219,1349.33,1335.5210000000002,1337.2179999999998,76.39985,-0.0052143995271264005,7.995501377483643
2016-09-09,1337.239,1339.499,1327.129,1327.509,78.33739,-0.007287082664423101,8.146293678085156
2016-09-10,1337.239,1339.499,1327.129,1327.509,0.0,0.0,7.973403174747154
2016-09-11,1328.018,1329.889,1327.23,1329.4299999999998,3.0264100000000003,0.0014460251701166914,7.946237736001048
2016-09-12,1329.429,1330.368,1320.379,1329.6899999999998,87.81816,0.00019555341679085755,7.946754855778608
2016-09-13,1329.849,1331.969,1313.519,1320.958,87.65762,-0.0065886014195364615,8.111196935004637
2016-09-14,1320.95,1325.95,1315.999,1322.779,74.68937,0.0013775956443370632,8.10794119759035
2016-09-15,1322.78,1328.448,1309.289,1316.89,77.82309,-0.004461930469503422,8.016522744256456
2016-09-16,1316.929,1318.028,1306.199,1309.8780000000002,68.83270999999999,-0.005338893008975233,8.02836441739185
2016-09-17,1316.929,1318.028,1306.199,1309.8780000000002,0.0,0.0,8.032809257104933
2016-09-18,1309.68,1312.52,1309.48,1310.9489999999998,2.25412,0.0008172993178235565,7.854000262871057
2016-09-19,1310.929,1318.4,1309.408,1313.918,62.25293,0.002262210821484574,7.900077971400959
2016-09-20,1313.899,1317.888,1311.989,1315.891,53.22549,0.0015004894805510315,7.902125408853553
2016-09-21,1315.891,1336.879,1307.91,1333.23,94.25329,0.013090566723420077,8.835090341417594
2016-09-22,1333.229,1343.629,1331.149,1337.099,79.36061,0.0028977723024837506,8.877853826654611
2016-09-23,1337.2,1340.59,1333.748,1337.069,59.90628,-2.2436885043252488e-05,8.460110234671033
2016-09-24,1337.2,1340.59,1333.748,1337.069,0.0,0.0,8.40644867236157
2016-09-25,1336.652,1338.828,1336.572,1338.299,0.98959,0.0009194997373533524,8.39605319879095
2016-09-26,1338.25,1342.119,1332.689,1337.408,64.69257,-0.0006659922277987509,8.401327599729218
2016-09-27,1337.408,1339.46,1324.702,1326.462,73.6126,-0.008218165005092771,8.76685011283143
2016-09-28,1326.462,1327.089,1317.9889999999998,1323.449,64.14504,-0.0022740396174935496,8.768083523512486
2016-09-29,1323.458,1325.778,1316.039,1322.091,66.72498,-0.0010266335941057267,8.373250886897267
2016-09-30,1322.052,1328.009,1313.2279999999998,1314.998,70.06062,-0.005379429442779907,8.50910912461405
2016-10-01,1322.052,1328.009,1313.2279999999998,1314.998,0.0,0.0,8.445139120804408
2016-10-02,1318.429,1318.448,1315.13,1315.652,1.30349,0.0004972155273210996,8.120646387718702
2016-10-03,1315.608,1319.619,1309.331,1311.829,53.02864,-0.002910013581693245,8.15731920286155
2016-10-04,1311.83,1312.139,1266.409,1268.129,85.25161,-0.03387976080550054,12.697806064234857
2016-10-05,1268.129,1277.111,1262.118,1269.16,70.00212,0.0008126784585779542,12.632345688203658
