Date,Open,High,Low,Close,Volume,Returns,Volatility_30,outlier_iqr,z_score,outlier_zscore,anomaly_score,outlier_iforest,outlier_count,outlier_consensus
2016-02-13,1240.2,1246.088,1232.372,1237.452,0.0,0.0,14.222520656151133,False,0.9148469669177839,False,-0.4083814931879522,False,0,False
2016-02-14,1231.088,1234.302,1230.651,1233.409,1.81195,-0.0032725463781478,14.283396157980077,False,0.9213522329039818,False,-0.4217371597588245,False,0,False
2016-02-15,1233.4,1234.799,1202.191,1207.86,67.18811,-0.0209316816948484,15.999634275376348,False,0.9624610730428331,False,-0.5188112403274002,False,0,False
2016-02-16,1207.87,1216.939,1190.8290000000002,1202.5220000000002,104.16979,-0.0044291807079357,16.157293814225543,False,0.9710500193288395,False,-0.46125622200330224,False,0,False
2016-02-17,1202.522,1213.712,1195.608,1206.941,107.92551,0.003668041347494,16.088978568044286,False,0.9639397619969057,False,-0.45447820159870594,False,0,False
2016-02-18,1206.972,1239.879,1200.691,1231.0490000000002,97.24392,0.0197775920504596,16.714673885532537,False,0.9251495190101967,False,-0.5247863680537378,False,0,False
2016-02-19,1231.079,1234.5279999999998,1219.902,1225.832,99.29898,-0.0042468543173637,16.76864344588063,False,0.9335437739322833,False,-0.4289828942670534,False,0,False
2016-02-20,1231.079,1234.5279999999998,1219.902,1225.832,0.0,0.0,16.786535760629913,False,0.9335437739322833,False,-0.4120011707043275,False,0,False
2016-02-21,1225.059,1226.129,1223.508,1225.48,2.00394,-0.0002871931458904,16.716298620454168,False,0.9341101488091427,False,-0.41480719716572295,False,0,False
2016-02-22,1225.479,1226.188,1201.871,1208.7900000000002,95.75574,-0.0137127447083523,17.43544313937064,False,0.9609646848738581,False,-0.48676030903837314,False,0,False
2016-02-23,1208.789,1232.559,1207.15,1230.302,98.68877,0.017639808427366,17.901249596291848,False,0.9263514566039864,False,-0.5067828150900552,False,0,False
2016-02-24,1230.3,1253.251,1221.129,1224.37,127.64798,-0.0048332417102844,17.972340664484477,False,0.9358961604946932,False,-0.4350744164153283,False,0,False
2016-02-25,1224.38,1242.931,1224.0490000000002,1233.5890000000002,127.092,0.0075013808041027,17.918008353520047,False,0.921062609387406,False,-0.4434571244060573,False,0,False
2016-02-26,1233.589,1240.458,1211.459,1222.4209999999998,101.15642,-0.0090944881943228,18.26339736251546,False,0.9390321395713938,False,-0.4443680505443666,False,0,False
2016-02-27,1233.589,1240.458,1211.459,1222.4209999999998,0.0,0.0,17.91889767155427,False,0.9390321395713938,False,-0.41441789484420893,False,0,False
2016-02-28,1222.511,1222.82,1215.651,1221.241,1.87398,-0.0009657637526919,17.957119128363523,False,0.940930782624501,False,-0.41777200656451474,False,0,False
2016-02-29,1221.241,1241.811,1219.889,1240.339,111.482,0.015517174501041,18.295771104028745,False,0.9102017275158167,False,-0.49227574258252743,False,0,False
2016-03-01,1240.34,1248.461,1227.149,1232.149,117.77073,-0.0066249299933481,18.498999234360568,False,0.9233795975200122,False,-0.432246841787787,False,0,False
2016-03-02,1232.15,1244.009,1224.708,1240.9,97.68468,0.007077123441508,18.440208050462186,False,0.9092990675558221,False,-0.43711271628523557,False,0,False
2016-03-03,1240.889,1268.248,1237.352,1259.89,121.57828,0.0151874927666428,18.72147931528753,False,0.8787437865570832,False,-0.4967693345552822,False,0,False
2016-03-04,1259.889,1279.728,1250.508,1258.991,121.49802,-0.0007138090590003,18.55697678908086,False,0.8801902951204255,False,-0.40925516421431457,False,0,False
2016-03-05,1259.889,1279.728,1250.508,1258.991,0.0,0.0,18.40118026339544,False,0.8801902951204255,False,-0.4077618438186266,False,0,False
2016-03-06,1260.112,1263.93,1258.14,1263.739,1.98079,0.0037641805553677,18.018710037875422,False,0.8725506703609723,False,-0.40961711180767624,False,0,False
2016-03-07,1263.739,1273.111,1256.659,1267.76,108.7055,0.0031767765909685,18.00433038446985,False,0.8660808028045781,False,-0.4077961506318204,False,0,False
2016-03-08,1267.759,1278.04,1260.5,1263.0600000000002,110.36281,-0.0037142154741906,17.8615866966768,False,0.8736431946262773,False,-0.41127756177996716,False,0,False
2016-03-09,1263.21,1264.889,1242.912,1253.459,108.80288,-0.0076304185133799,17.103480593225726,False,0.8890913911965193,False,-0.43042734858948195,False,0,False
2016-03-10,1253.58,1273.299,1237.111,1271.051,102.32279,0.0139371876225798,17.433809033343557,False,0.860785519509852,False,-0.48824950346560075,False,0,False
2016-03-11,1271.002,1284.189,1248.169,1250.392,105.7797,-0.0163870151354172,18.15268909273503,False,0.8940262541150623,False,-0.4837790616244814,False,0,False
2016-03-12,1271.002,1284.189,1248.169,1250.392,0.0,0.0,15.265115742893004,False,0.8940262541150623,False,-0.40846565254047673,False,0,False
2016-03-13,1249.98,1253.36,1247.84,1252.779,2.62423,0.001907181509795,15.25262778422148,False,0.890185524481361,False,-0.4139256623124898,False,0,False
2016-03-14,1252.789,1261.038,1229.198,1236.129,82.50781,-0.0133795611403231,15.768127485047708,False,0.9169756997646157,False,-0.4607049980059922,False,0,False
2016-03-15,1236.13,1238.039,1225.659,1232.839,78.68875,-0.0026650826963443,15.758271265139523,False,0.9222693740398052,False,-0.4152038286194278,False,0,False
2016-03-16,1232.83,1263.842,1226.7179999999998,1258.7610000000002,95.68325,0.020808264015519,15.586558394470748,False,0.8805603696138274,False,-0.5245246094574755,False,0,False
2016-03-17,1258.779,1270.892,1254.389,1258.9789999999998,122.93197,0.0001731711777581,15.494412129751517,False,0.8802096033548641,False,-0.4035735831194087,False,0,False
2016-03-18,1258.98,1266.848,1247.798,1254.788,102.12044,-0.0033344410067711,15.543260846065683,False,0.8869530042324686,False,-0.4140956961198701,False,0,False
2016-03-19,1258.98,1266.848,1247.798,1254.788,0.0,0.0,14.523238200137053,False,0.8869530042324686,False,-0.4049723581361084,False,0,False
2016-03-20,1254.178,1255.96,1252.499,1253.119,3.6727,-0.0013309905402323,14.462499077517364,False,0.8896384578389404,False,-0.4085386783723471,False,0,False
2016-03-21,1253.089,1255.359,1240.571,1243.589,78.54541,-0.0076340895959411,14.664003380459054,False,0.9049724140220884,False,-0.434816170206245,False,0,False
2016-03-22,1243.589,1260.2400000000002,1243.109,1248.349,92.85727,0.0038203244136094,14.693637567014584,False,0.897313481028197,False,-0.4164528704943854,False,0,False
2016-03-23,1248.35,1249.429,1215.3,1221.989,100.31309,-0.0213420192168498,15.485198942220585,False,0.9397272360111751,False,-0.5116867994550721,False,0,False
2016-03-24,1221.99,1223.732,1212.16,1216.95,93.99012,-0.0041321305451807,14.636695264975552,False,0.9478350854557589,False,-0.4351570393047118,False,0,False
2016-03-25,1221.99,1223.732,1212.16,1216.95,0.0,0.0,14.57534869724206,False,0.9478350854557589,False,-0.4166129597323354,False,0,False
2016-03-26,1221.99,1223.732,1212.16,1216.95,0.0,0.0,14.391800097869636,False,0.9478350854557589,False,-0.4166129597323354,False,0,False
2016-03-27,1215.608,1216.191,1212.909,1213.669,2.4243,-0.0026997254549576,14.175849196872967,False,0.9531142785551197,False,-0.42770653999147035,False,0,False
2016-03-28,1213.67,1223.06,1208.068,1222.5890000000002,81.36564,0.0073227382808823,14.344469356302888,False,0.9387618242892558,False,-0.44696565954743217,False,0,False
2016-03-29,1222.579,1242.878,1215.29,1238.999,82.84214,0.0133330541912062,14.8501441228564,False,0.9123578136947692,False,-0.4800277098161661,False,0,False
2016-03-30,1238.999,1244.029,1223.169,1226.78,90.00255,-0.0099109449949137,14.43581854860958,False,0.9320184234116513,False,-0.44358174178364884,False,0,False
2016-03-31,1226.73,1240.352,1223.839,1231.692,93.35676,0.0039959833068548,14.363708245611972,False,0.9241149194482071,False,-0.4214076252328758,False,0,False
2016-04-01,1231.692,1235.26,1208.999,1221.449,99.34051,-0.0083509749564279,14.39796134421511,False,0.9405961065609022,False,-0.4489439082850008,False,0,False
2016-04-02,1231.692,1235.26,1208.999,1221.449,0.0,0.0,13.608805045384756,False,0.9405961065609022,False,-0.4167848730481717,False,0,False
2016-04-03,1220.102,1220.88,1217.889,1220.379,5.13632,-0.0008763926603231,13.608555374626494,False,0.9423177574649916,False,-0.4200549808448102,False,0,False
2016-04-04,1220.37,1222.5500000000002,1214.548,1215.138,92.19286,-0.0043038156496901,13.637157793057089,False,0.9507506288559547,False,-0.43761035031722206,False,0,False
2016-04-05,1215.14,1236.751,1214.8380000000002,1230.819,117.41351,0.0128221508709934,14.165097142292923,False,0.9255195935035995,False,-0.480338874230196,False,0,False
2016-04-06,1230.82,1232.179,1216.481,1225.15,100.87554,-0.0046165159806529,14.15123303515118,False,0.934641125256198,False,-0.42844523670745577,False,0,False
2016-04-07,1225.149,1243.2,1223.579,1238.589,127.36757,0.0109095430076979,14.549150333325176,False,0.9130175117047473,False,-0.4615012217562436,False,0,False
2016-04-08,1238.59,1242.639,1229.55,1239.059,89.92645,0.0003793920731577,14.399752507660438,False,0.9122612725225774,False,-0.4059793586836277,False,0,False
2016-04-09,1238.59,1242.639,1229.55,1239.059,0.0,0.0,13.746929504747168,False,0.9122612725225774,False,-0.40512790048370617,False,0,False
2016-04-10,1239.398,1247.88,1239.198,1244.622,3.4313700000000003,0.0044796487977652,13.007976971282126,False,0.9033102968408507,False,-0.42429113641396937,False,0,False
2016-04-11,1244.618,1259.93,1243.919,1257.189,105.4356,0.0100464069420678,13.33996991825192,False,0.8830897483252557,False,-0.45528804563461034,False,0,False
2016-04-12,1257.199,1262.5890000000002,1251.1090000000002,1254.131,97.85385,-0.0024353738364111,13.35050072674101,False,0.8880101300679698,False,-0.41137598853426427,False,0,False
2016-04-13,1254.139,1256.7099999999998,1239.749,1240.959,94.26641,-0.0105584346602712,13.127333352090256,False,0.9092041354031668,False,-0.4419669312454011,False,0,False
2016-04-14,1240.928,1244.05,1223.789,1229.319,120.406774,-0.0094241102817671,13.395807983661095,False,0.9279331228083971,False,-0.4425926053670901,False,0,False
2016-04-15,1229.319,1235.84,1225.198,1233.398,83.76036,0.0033126045177122,11.899579190427044,False,0.921369932118884,False,-0.41525550307001,False,0,False
2016-04-16,1229.319,1235.84,1225.198,1233.398,0.0,0.0,11.898607990960947,False,0.921369932118884,False,-0.4088422412810866,False,0,False
2016-04-17,1234.68,1239.324,1234.3490000000002,1237.0890000000002,3.40928,0.0029880770441534,11.917326621481733,False,0.9154310410095446,False,-0.41510744669665345,False,0,False
2016-04-18,1236.989,1241.58,1227.88,1229.319,77.07723,-0.0063006815618657,12.034901075137752,False,0.9279331228083971,False,-0.43240677848324977,False,0,False
2016-04-19,1229.3,1256.5790000000002,1227.649,1249.609,95.5178,0.0163703448598281,13.0064363066781,False,0.8952861164121669,False,-0.4967439629892009,False,0,False
2016-04-20,1249.682,1257.94,1242.3290000000002,1245.249,98.04725,-0.0034951924627481,12.852326968949152,False,0.9023014415914454,False,-0.41693335337195814,False,0,False
2016-04-21,1245.25,1270.222,1243.309,1249.169,110.63956,0.0031430203173655,12.836525363623128,False,0.8959940850082406,False,-0.4155943803840995,False,0,False
2016-04-22,1249.119,1252.609,1227.3490000000002,1231.8780000000002,99.37646,-0.0139386960027961,11.911866286671785,False,0.9238156418144119,False,-0.47008790576294845,False,0,False
2016-04-23,1249.119,1252.609,1227.3490000000002,1231.8780000000002,0.0,0.0,11.839191158048106,False,0.9238156418144119,False,-0.41509565777039326,False,0,False
2016-04-24,1232.708,1232.9920000000002,1230.889,1232.659,3.30673,0.0006337904654247,11.838725630904108,False,0.9225589975563807,False,-0.4139440724122643,False,0,False
2016-04-25,1232.64,1242.23,1229.99,1237.9820000000002,86.10304,0.0043090098774046,11.8909601450948,False,0.9139941865634218,False,-0.4216485175270005,False,0,False
2016-04-26,1237.982,1244.879,1231.298,1242.71,102.9717,0.0038118442151464,11.885075723746075,False,0.9063867421946996,False,-0.416689206607446,False,0,False
2016-04-27,1242.762,1252.6,1239.35,1245.4589999999998,87.12491,0.0022096578797656,11.732194664515866,False,0.901963547488774,False,-0.4153591274337419,False,0,False
2016-04-28,1245.529,1269.59,1237.692,1265.51,101.38363,0.0159710663151867,12.002437548547928,False,0.8697010967617747,False,-0.5011863782707081,False,0,False
2016-04-29,1265.509,1296.6519999999998,1264.961,1292.138,82.54209,0.0208230078151818,12.911065016450324,False,0.8268561245430059,False,-0.5118870098149448,False,0,False
2016-04-30,1265.509,1296.6519999999998,1264.961,1292.138,0.0,0.0,12.902068005545884,False,0.8268561245430059,False,-0.3967033689894308,False,0,False
2016-05-01,1290.48,1295.99,1290.379,1294.89,4.1378,0.0021275386567591,12.55270257332882,False,0.8224281027784701,False,-0.3931158104423032,False,0,False
2016-05-02,1294.889,1303.655,1287.6090000000002,1289.7289999999998,92.2168,-0.003993630673948,12.659419381220683,False,0.8307322526065112,False,-0.40347073740785844,False,0,False
2016-05-03,1289.73,1301.702,1282.172,1286.84,102.95933,-0.0022425180235455,12.690792961003504,False,0.8353807100475514,False,-0.3956757398195463,False,0,False
2016-05-04,1286.839,1289.741,1271.749,1282.6989999999998,103.15701,-0.0032231490434378,12.649665472205037,False,0.8420436599483297,False,-0.3974969552813874,False,0,False
2016-05-05,1282.699,1286.4,1268.789,1277.378,109.39056,-0.0041569122039703,12.31731833132927,False,0.8506052529022153,False,-0.40329517020345185,False,0,False
2016-05-06,1277.409,1295.49,1274.389,1287.028,97.50649,0.0075261448852128,12.318584286006246,False,0.8350782143746832,False,-0.4204872655268508,False,0,False
2016-05-07,1277.409,1295.49,1274.389,1287.028,0.0,0.0,12.00726999638755,False,0.8350782143746832,False,-0.3891351055700309,False,0,False
2016-05-08,1284.481,1287.361,1284.048,1285.579,4.65658,-0.0011264838766494,12.02499028034327,False,0.837409683683118,False,-0.3908789218970097,False,0,False
2016-05-09,1285.589,1287.479,1261.2379999999998,1262.419,121.48845,-0.0181794788291403,13.27567158746198,False,0.8746745761491943,False,-0.497366901407358,False,0,False
2016-05-10,1262.42,1269.459,1256.809,1264.828,120.09565,0.0019064228622017,13.231581437368687,False,0.8707984480856893,False,-0.4066282519508057,False,0,False
2016-05-11,1264.858,1279.0800000000002,1264.809,1277.59,100.43661,0.0100393461565793,13.231140621413672,False,0.8502641407604705,False,-0.43994452568739,False,0,False
2016-05-12,1277.589,1280.87,1261.5890000000002,1266.7479999999998,104.85253,-0.0085225041829396,13.465495699782997,False,0.8677091305755485,False,-0.42947670157189544,False,0,False
2016-05-13,1266.728,1276.268,1262.879,1272.459,94.3446,0.004498262355033,13.109569266428275,False,0.858520020002415,False,-0.4052816552715,False,0,False
2016-05-14,1266.728,1276.268,1262.879,1272.459,0.0,0.0,12.748231942910936,False,0.858520020002415,False,-0.3970819812644556,False,0,False
2016-05-15,1271.43,1275.2289999999998,1270.929,1273.769,3.90208,0.0010289731442621,12.731734433706231,False,0.8564122044095585,False,-0.3945309716042972,False,0,False
2016-05-16,1273.798,1288.659,1270.948,1275.101,101.61671,0.0010451691308337,12.727679043745749,False,0.854268990386898,False,-0.38855737776418914,False,0,False
2016-05-17,1275.101,1282.191,1269.0690000000002,1279.369,107.86219,0.003341596473216,12.732627257218764,False,0.8474016950049805,False,-0.3943010528491288,False,0,False
2016-05-18,1279.37,1280.36,1255.019,1260.408,116.48539,-0.0149315095602764,13.398067634864688,False,0.87791031443716,False,-0.4765716099821824,False,0,False
2016-05-19,1260.408,1261.219,1243.789,1256.731,110.19593,-0.0029215729567942,12.596660991632474,False,0.8838266792729873,False,-0.4107680497190514,False,0,False
2016-05-20,1256.79,1260.199,1248.758,1251.568,88.37051,-0.0041167399035603,12.613735987254234,False,0.892134047140101,False,-0.41714082811951225,False,0,False
2016-05-21,1256.79,1260.199,1248.758,1251.568,0.0,0.0,12.582188574100876,False,0.892134047140101,False,-0.40267469216246593,False,0,False
2016-05-22,1250.93,1252.48,1248.759,1252.03,3.4345800000000004,0.0003690688403203,11.861215196895696,False,0.8913906801142234,False,-0.41293950087405695,False,0,False
2016-05-23,1252.029,1255.99,1243.098,1249.449,104.25303,-0.002063579918842,11.88444813093434,False,0.8955435595380118,False,-0.40790811865788684,False,0,False
2016-05-24,1249.42,1252.14,1223.258,1225.28,121.34913,-0.0195332648265379,13.22259536626547,False,0.9344319527164491,False,-0.5059542249257477,False,0,False
2016-05-25,1225.279,1230.12,1217.789,1224.98,106.48902,-0.0002448719739937,13.153338536408365,False,0.9349146585774085,False,-0.4116025882044406,False,0,False
2016-05-26,1224.979,1234.142,1218.221,1222.059,91.97989,-0.0023873762431813,13.105437059853427,False,0.939614604643618,False,-0.41618394462874125,False,0,False
2016-05-27,1222.06,1223.531,1206.679,1212.2389999999998,90.40535,-0.008068078163346,13.2544684846985,False,0.9554151764923605,False,-0.4552841563690871,False,0,False
2016-05-28,1222.06,1223.531,1206.679,1212.2389999999998,0.0,0.0,12.25869578922169,False,0.9554151764923605,False,-0.42322042346036887,False,0,False
2016-05-29,1212.409,1213.36,1205.729,1207.589,3.81736,-0.003843253093694,10.294335059026947,False,0.9628971173372333,False,-0.45002633350361954,False,0,False
2016-05-30,1207.56,1210.802,1199.732,1209.86,50.0419,0.0018788406026852,10.34439102927784,False,0.9592430339697696,False,-0.4406185631426607,False,0,False
2016-05-31,1209.859,1218.158,1208.282,1216.689,89.27131,0.0056285844869392,10.51974228232438,False,0.9482550395547936,False,-0.443623330997311,False,0,False
2016-06-01,1216.642,1220.36,1205.909,1213.479,89.66125,-0.0026417942026253,10.505620144148224,False,0.9534199922670608,False,-0.42712603296168095,False,0,False
2016-06-02,1213.48,1217.63,1206.9,1207.909,92.9203,-0.0046006751703126,10.531937690114814,False,0.9623822310855428,False,-0.45009510740635755,False,0,False
2016-06-03,1207.968,1244.68,1207.489,1243.848,79.307159,0.0293190348071692,13.913354432421835,False,0.9045556779621265,False,-0.5515039795445726,False,0,False
2016-06-04,1207.968,1244.68,1207.489,1243.848,0.0,0.0,13.88418085142861,False,0.9045556779621265,False,-0.42044077683633335,False,0,False
2016-06-05,1242.879,1248.13,1242.079,1248.089,2.47383,0.0034037811506373,13.717532910772768,False,0.8977318261076952,False,-0.416827068743119,False,0,False
2016-06-06,1248.129,1248.629,1239.9199999999998,1244.802,77.94137,-0.0026371003825662,13.72171741452108,False,0.9030206733242753,False,-0.4166997869082539,False,0,False
2016-06-07,1244.869,1246.52,1234.7710000000002,1243.87,69.81238,-0.0007489938759067,13.722118886509096,False,0.904520279532323,False,-0.41460943748529083,False,0,False
2016-06-08,1243.87,1266.26,1242.9789999999998,1264.789,79.33548,0.0166778225995108,13.670724977293034,False,0.870861199847614,False,-0.5016541374929133,False,0,False
2016-06-09,1264.799,1271.632,1256.761,1265.69,70.50406,0.0007121181705721,13.661105806527276,False,0.8694114732451987,False,-0.40204088530133814,False,0,False
2016-06-10,1265.679,1278.09,1264.509,1272.8380000000002,65.56158,0.0056316250139275,13.438180856258969,False,0.8579102015980693,False,-0.4110615982994565,False,0,False
2016-06-11,1265.679,1278.09,1264.509,1272.8380000000002,0.0,0.0,13.20025514991655,False,0.8579102015980693,False,-0.3984635233891306,False,0,False
2016-06-12,1275.448,1278.281,1274.3280000000002,1277.588,3.89462,0.0037248722308011,13.180055243921815,False,0.8502673587995435,False,-0.39519133197058204,False,0,False
2016-06-13,1277.581,1287.142,1272.352,1282.5700000000002,75.10545,0.0038919522065819,13.224807429956975,False,0.8422512234685418,False,-0.3927364382053265,False,0,False
2016-06-14,1282.58,1289.772,1276.228,1284.39,74.38961,0.0014180199963912,13.227243867317506,False,0.839322807912054,False,-0.38905155853582596,False,0,False
2016-06-15,1284.389,1296.749,1278.428,1293.639,76.47915,0.0071752797829288,13.37666488931086,False,0.8244409862186717,False,-0.4162139065556164,False,0,False
2016-06-16,1293.649,1315.53,1276.902,1281.96,103.94392,-0.0090690204856516,13.627304949991398,False,0.8432327253858264,False,-0.4248856587067734,False,0,False
2016-06-17,1281.981,1299.441,1276.53,1297.559,80.09405,0.0120946503220814,13.289420401727352,False,0.8181336296354669,False,-0.45085891836123354,False,0,False
2016-06-18,1281.981,1299.441,1276.53,1297.559,0.0,0.0,13.242001301913684,False,0.8181336296354669,False,-0.3879063358243042,False,0,False
2016-06-19,1289.379,1292.219,1280.9789999999998,1289.26,5.98347,-0.0064163967193436,13.336643573393452,False,0.8314868827691443,False,-0.41211714371440744,False,0,False
2016-06-20,1289.17,1291.11,1277.969,1287.889,78.05007,-0.0010639665221792,13.347060934591376,False,0.8336928485537296,False,-0.39482938030263315,False,0,False
2016-06-21,1287.89,1294.189,1264.478,1268.95,107.14606,-0.014814656991442,14.108588631766612,False,0.8641660695561051,False,-0.4841689510766333,False,0,False
2016-06-22,1268.949,1270.559,1259.52,1262.629,88.0983,-0.0049937316874149,14.179287629726357,False,0.8743366820465229,False,-0.4184944848839439,False,0,False
2016-06-23,1262.629,1271.839,1250.179,1267.2510000000002,67.27062000000001,0.0036539323149276,12.887601595874395,False,0.8668997937486724,False,-0.4071582956551999,False,0,False
2016-06-24,1267.251,1358.229,1264.029,1315.43,92.1357,0.0373136208955533,16.60293515841116,False,0.7893788414981069,False,-0.5891607202610584,False,0,False
2016-06-25,1267.251,1358.229,1264.029,1315.43,0.0,0.0,16.557790159455703,False,0.7893788414981069,False,-0.4195625474639042,False,0,False
2016-06-26,1321.238,1335.289,1321.138,1332.669,5.7127300000000005,0.0130200899081616,16.5212635108707,False,0.7616409537078351,False,-0.4607724857044238,False,0,False
2016-06-27,1332.609,1333.61,1317.629,1324.562,90.83066,-0.0061018595325503,16.716092052190717,False,0.7746852750904988,False,-0.4245149255457988,False,0,False
2016-06-28,1324.56,1325.91,1305.458,1313.929,97.30821,-0.0080599536344361,16.908648052107367,False,0.7917939798224412,False,-0.4298636646395359,False,0,False
