Date,Open,High,Low,Close,Volume,Returns,Volatility_30,z_score,anomaly_score,outlier_count,outlier_iqr,outlier_zscore,outlier_iforest,severity,direccion
2025-03-13,2937.925,2989.785,2932.768,2986.195,56.390906,0.0162964518841854,11.94386216949301,1.8989146844554499,-0.6195339662473466,2,True,False,True,Alto,ALZA
2025-03-18,2999.508,3038.058,2999.258,3031.528,55.57437,0.0106151737454629,10.810313710667582,1.9718563671050455,-0.6095358710056594,2,True,False,True,Alto,ALZA
2025-03-19,3031.565,3051.758,3022.315,3049.875,47.54308,0.0060338233342773,10.774696629016823,2.0013770485417948,-0.5959724186519985,2,True,False,True,Alto,ALZA
2025-03-21,3046.245,3047.265,2999.268,3022.705,48.944714,-0.0077575587383081,10.683092925945536,1.9576599877342258,-0.6057310586776573,2,True,False,True,Alto,CAÍDA
2025-03-24,3024.448,3033.135,3002.145,3009.595,51.113446,-0.0049452298370679,10.779331810662946,1.9365657416102935,-0.5983008269741942,2,True,False,True,Alto,CAÍDA
2025-03-27,3021.368,3059.518,3021.355,3055.275,46.696835,0.0111509596748069,10.5937749969542,2.0100657540390667,-0.6076634006259557,2,True,False,True,Alto,ALZA
2025-03-28,3055.185,3086.725,3054.685,3083.898,45.318618,0.0093247762852268,10.822064322799038,2.0561207202332166,-0.6073320709905883,2,True,False,True,Alto,ALZA
2025-03-31,3088.845,3127.825,3076.485,3120.348,47.05083,0.010130141066668,9.45757658220583,2.1147694823398004,-0.6151250651732589,2,True,False,True,Alto,ALZA
2025-04-02,3114.998,3167.548,3104.175,3162.475,45.516857,0.015126438699417,10.126416940929284,2.1825526483552755,-0.632492678433347,2,True,False,True,Alto,ALZA
2025-04-03,3162.455,3164.575,3053.9350000000004,3112.625,58.99758,-0.0158885272570736,11.385270466986835,2.1023430244591657,-0.6442501144167234,2,True,False,True,Alto,CAÍDA
2025-04-04,3112.645,3136.435,3015.335,3037.998,63.99664,-0.0242676757814621,13.730329295008053,1.9822667235064066,-0.6588754069065629,2,True,False,True,Alto,CAÍDA
2025-04-06,3006.765,3032.185,2976.5850000000005,2999.548,7.483790000000001,-0.0127371351954366,14.280519980165298,1.9203999223267585,-0.6211289547164851,2,True,False,True,Alto,CAÍDA
2025-04-07,2999.548,3055.18,2956.125,2981.075,76.924251,-0.0061776369281346,14.430230940287004,1.8906765044284066,-0.6005667417653169,2,True,False,True,Alto,CAÍDA
2025-04-09,2978.435,3099.465,2971.7450000000003,3086.495,64.86880000000001,0.0356952266932382,17.227009458442645,2.0602993439695894,-0.6713320520403908,2,True,False,True,Alto,ALZA
2025-04-10,3086.495,3191.045,3078.105,3188.775,56.86986,0.0326006876132512,19.217827289109685,2.2248698621660625,-0.6714764858123036,2,True,False,True,Alto,ALZA
2025-04-11,3188.755,3245.025,3184.665,3236.375,50.91518,0.0148170457835333,19.476644564176155,2.301459192104976,-0.6203857146583542,2,True,False,True,Alto,ALZA
2025-04-13,3229.155,3229.2050000000004,3209.2050000000004,3223.545,3.14712,-0.00397219063692,19.167401875218665,2.280815471451273,-0.5939991965830512,2,True,False,True,Alto,CAÍDA
2025-04-14,3223.575,3245.5150000000003,3193.315,3212.395,41.222941,-0.0034649207902099,19.234060931913277,2.2628749036189433,-0.5932791991148775,2,True,False,True,Alto,CAÍDA
2025-04-15,3212.375,3251.665,3209.685,3251.665,28.73903,0.0121504079868957,19.437015639952858,2.326061100818547,-0.6144508104886849,2,True,False,True,Alto,ALZA
2025-04-16,3251.655,3357.455,3251.4550000000004,3349.885,51.90287,0.0297588440403637,20.950123174331708,2.4840989996967013,-0.6367482299282397,2,True,False,True,Alto,ALZA
2025-04-21,3348.295,3444.045,3347.285,3434.954,40.71072,0.0256478485723628,21.75621021910925,2.6209766826499252,-0.6380172672045397,2,True,False,True,Alto,ALZA
2025-04-22,3434.986,3499.915,3312.625,3336.315,49.518575,-0.0291366295279254,23.801980929326227,2.4622646045859646,-0.641348304478475,2,True,False,True,Alto,CAÍDA
2025-04-30,3316.825,3327.865,3266.875,3272.545,53.00875,-0.0134249556232382,24.62302826753332,2.359657428741331,-0.6028200688935482,2,True,False,True,Alto,CAÍDA
2025-05-01,3272.575,3276.095,3201.685,3236.955,52.76836,-0.0109348965757146,24.87418793425617,2.302392423436164,-0.5989503758570557,2,True,False,True,Alto,CAÍDA
2025-05-05,3247.775,3337.495,3240.885,3333.7650000000003,37.5677,0.0261413865763799,23.769907642127936,2.4581616047678088,-0.6344197266220577,2,True,False,True,Alto,ALZA
2025-05-06,3333.665,3437.655,3321.108,3400.385,78.01724,0.0197863645640665,23.756322271725185,2.5653544862915574,-0.6107629193181691,2,True,False,True,Alto,ALZA
2025-05-08,3376.259,3414.705,3288.445,3316.025,64.29284,-0.0179292434033132,24.60771569173342,2.429617598189734,-0.6151044863539818,2,True,False,True,Alto,CAÍDA
2025-05-12,3287.375,3289.675,3207.495,3236.585,48.40652,-0.0155523605592745,21.17975458851684,2.301797086207648,-0.6242421481826468,2,True,False,True,Alto,CAÍDA
2025-05-14,3254.145,3254.305,3167.545,3185.815,53.556102,-0.0211538167147876,22.075629470443538,2.220107164337928,-0.6405287427511459,2,True,False,True,Alto,CAÍDA
2025-05-15,3185.815,3251.805,3120.205,3236.845,58.378577,0.0158909466937622,22.284243106484137,2.3022154312871455,-0.6239540935707145,2,True,False,True,Alto,ALZA
2025-05-16,3236.815,3244.245,3153.475,3202.465,52.22236,-0.0106782641872927,20.584821070020247,2.246897339621183,-0.6132349137288079,2,True,False,True,Alto,CAÍDA
2025-05-18,3218.455,3245.025,3205.785,3234.2650000000003,8.04747,0.0098808738982377,20.776530115000867,2.2980641608828942,-0.6100128827501108,2,True,False,True,Alto,ALZA
2025-05-20,3222.225,3303.765,3204.205,3290.4350000000004,47.40858,0.0209569705434186,21.65703575013134,2.3884427882498858,-0.6306434282660598,2,True,False,True,Alto,ALZA
2025-05-23,3299.825,3365.798,3286.765,3356.575,44.55431,0.017075006931115,19.25504723920601,2.4948633403960985,-0.5985488744587661,2,True,False,True,Alto,ALZA
2025-05-28,3309.148,3325.318,3249.7250000000004,3259.5480000000007,38.48907,-0.0151022189837245,19.354517028206285,2.3387450018250284,-0.6179388821398691,2,True,False,True,Alto,CAÍDA
2025-05-29,3259.548,3330.775,3245.198,3315.395,46.1968,0.0169882364348142,19.949201930847448,2.428603915881719,-0.6047044783782671,2,True,False,True,Alto,ALZA
2025-06-02,3309.955,3391.935,3301.195,3387.198,48.670105,0.0230744792061754,20.53105640214347,2.5441363456633117,-0.6260773206806762,2,True,False,True,Alto,ALZA
2025-06-06,3361.648,3375.348,3306.9150000000004,3309.6250000000005,43.1145,-0.015596440001989,18.9516056259308,2.4193198731559313,-0.6013260487490839,2,True,False,True,Alto,CAÍDA
2025-06-13,3395.425,3446.648,3391.465,3431.855,60.387440000000005,0.0106366529974094,16.49469762912649,2.6159903311062127,-0.5973838622426457,2,True,False,True,Alto,ALZA
2025-06-16,3443.998,3451.085,3382.525,3402.598,32.53515,-0.0120986844767797,16.106424285565062,2.5689152465259015,-0.609004238064455,2,True,False,True,Alto,CAÍDA
2025-06-27,3318.395,3321.8450000000003,3255.485,3273.335,32.07957,-0.0137029280586217,13.735582968961154,2.3609285541751914,-0.6070467944447651,2,True,False,True,Alto,CAÍDA
2025-06-30,3263.555,3314.398,3259.195,3312.298,35.71737,0.0148159239103836,13.331633028926944,2.4236207823770797,-0.6007461663057769,2,True,False,True,Alto,ALZA
2025-07-21,3348.835,3402.475,3347.418,3396.298,34.429965,0.0140546783982767,10.24731004811631,2.558778423445751,-0.6008310023949384,2,True,False,True,Alto,ALZA
2025-07-22,3396.298,3433.279,3383.115,3427.305,33.66338,0.0090882231631504,10.55841788607848,2.608669292214993,-0.5940276958493095,2,True,False,True,Alto,ALZA
2025-07-23,3427.305,3438.655,3381.215,3389.885,42.239278,-0.0109782405437675,10.763955880397004,2.5484597811579732,-0.5984127787112492,2,True,False,True,Alto,CAÍDA
2025-08-01,3288.375,3363.425,3281.435,3362.425,42.01171,0.0222750001108889,11.85585612071426,2.50427610468481,-0.622549891146097,2,True,False,True,Alto,ALZA
2025-08-29,3414.508,3453.565,3404.1850000000004,3446.805,44.56016,0.0094143026378389,10.49523241376016,2.640045173177363,-0.6013063256553934,2,True,False,True,Alto,ALZA
2025-09-01,3447.685,3489.595,3436.548,3478.965,37.97847,0.0090318444374974,8.795951340463041,2.691791241472226,-0.6055634761472549,2,True,False,True,Alto,ALZA
2025-09-02,3478.915,3539.849,3469.805,3529.698,64.79058,0.0144774791204311,9.59491462871351,2.7734216296190937,-0.6317682890311278,2,True,False,True,Alto,ALZA
2025-09-03,3529.698,3578.175,3526.5080000000003,3560.175,52.32286,0.0085973860816719,9.77176189053079,2.822459718033974,-0.6346163856136274,2,True,False,True,Alto,ALZA
2025-09-04,3560.215,3563.148,3510.425,3552.415,41.840492,-0.0021820470683654,9.838309673697582,2.8099737264304867,-0.6193263802580139,2,True,False,True,Alto,CAÍDA
2025-09-05,3552.395,3599.905,3544.605,3585.195,46.95684,0.009185211986997,9.930047131625347,2.8627173868379994,-0.6390143308863383,2,True,False,True,Alto,ALZA
2025-09-06,3552.395,3599.905,3544.605,3585.195,0.0,0.0,9.72922324845014,2.8627173868379994,-0.61788414480375,2,True,False,True,Alto,CAÍDA
2025-09-07,3582.104,3596.349,3577.698,3590.798,4.68014,0.001561596043534,9.706834985148356,2.8717327233011867,-0.6299935627742621,2,True,False,True,Alto,ALZA
2025-09-08,3590.798,3646.115,3579.365,3634.735,44.26152,0.0121617440683061,10.137590140500196,2.942428214677785,-0.6498919081115669,2,True,False,True,Alto,ALZA
2025-09-09,3634.695,3673.645,3618.505,3633.355,47.728056,-0.0003797421376409,10.08354541242554,2.940207767717371,-0.6417161828023702,2,True,False,True,Alto,CAÍDA
2025-09-10,3633.385,3657.238,3619.965,3644.685,30.60957,0.0031134781211727,9.043011072605465,2.958437959066276,-0.6440935696216766,2,True,False,True,Alto,ALZA
2025-09-11,3644.705,3648.895,3611.465,3631.595,38.55128,-0.0035979962622285,9.210335170378524,2.9373758933330745,-0.6469135859873067,2,True,False,True,Alto,CAÍDA
2025-09-12,3631.575,3656.435,3630.295,3642.635,28.85532,0.003035375146626,9.206796485127292,2.9551394690163866,-0.6449657293696077,2,True,False,True,Alto,ALZA
2025-09-13,3631.575,3656.435,3630.295,3642.635,0.0,0.0,8.66083128892084,2.9551394690163866,-0.6373490594875302,2,True,False,True,Alto,CAÍDA
2025-09-14,3643.605,3646.048,3636.665,3637.965,1.12728,-0.0012828614785772,8.701119963616637,2.947625347780783,-0.6398957093136322,2,True,False,True,Alto,CAÍDA
2025-09-15,3637.955,3685.345,3626.148,3676.598,32.42056,0.0105634087066809,8.93057432627542,3.0097865995356154,-0.6607716181020385,3,True,True,True,Crítico,ALZA
2025-09-16,3676.598,3702.828,3674.455,3694.085,42.350143,0.004745023713633,8.78048998184518,3.0379235241709472,-0.6536532726186869,3,True,True,True,Crítico,ALZA
2025-09-17,3694.065,3707.308,3645.765,3668.748,49.343026,-0.0068824323499505,9.26203725875275,2.997155796173841,-0.6574431616762709,2,True,False,True,Alto,CAÍDA
2025-09-18,3668.835,3672.785,3627.465,3639.895,39.329062,-0.007895624370572,9.519879561038556,2.9507307554862887,-0.6547674456734962,2,True,False,True,Alto,CAÍDA
2025-09-19,3639.985,3685.089,3631.938,3684.489,36.63602,0.0121770106620031,9.68828724406029,3.022483372698388,-0.6624958198283308,3,True,True,True,Crítico,ALZA
2025-09-20,3639.985,3685.089,3631.938,3684.489,0.0,0.0,9.583402597899942,3.022483372698388,-0.6414365197388437,3,True,True,True,Crítico,CAÍDA
2025-09-21,3686.698,3691.895,3683.365,3686.065,1.9893300000000005,0.0004276476433164,9.41036161208762,3.0250191874879624,-0.6475035443057828,3,True,True,True,Crítico,ALZA
2025-09-22,3686.085,3748.948,3685.235,3747.598,37.67035,0.0165556080358039,10.149659112344429,3.1240269866293735,-0.6767277576788953,3,True,True,True,Crítico,ALZA
2025-09-23,3747.598,3790.865,3736.455,3763.535,47.830315,0.0042435738831971,10.071422746082783,3.1496699309830807,-0.6614403281867267,3,True,True,True,Crítico,ALZA
2025-09-24,3763.505,3778.998,3717.348,3742.815,44.15052,-0.0055206731967015,10.166216035630049,3.116331046186142,-0.6586865354289824,3,True,True,True,Crítico,CAÍDA
2025-09-25,3742.775,3761.425,3721.915,3744.475,46.634826,0.0004434181198267,9.982699998128984,3.1190020186167846,-0.6501374390823478,3,True,True,True,Crítico,ALZA
2025-09-26,3744.445,3783.595,3734.275,3759.005,42.37341,0.0038728744959604,9.967670144687393,3.1423810724825922,-0.6603997561111952,3,True,True,True,Crítico,ALZA
2025-09-27,3744.445,3783.595,3734.275,3759.005,0.0,0.0,9.992061980701411,3.1423810724825922,-0.6534844986738387,3,True,True,True,Crítico,CAÍDA
2025-09-28,3756.045,3772.285,3755.898,3766.648,1.26545,0.0020311865635417,9.820975495233046,3.1546788088003046,-0.6568348731191166,3,True,True,True,Crítico,ALZA
2025-09-29,3766.648,3834.005,3763.665,3832.655,45.45184,0.0173722932350099,10.62412104789588,3.2608853613481594,-0.6841893873912763,3,True,True,True,Crítico,ALZA
2025-09-30,3832.685,3871.505,3792.875,3862.765,52.57234,0.0078254737639506,10.647451083877534,3.3093329395931312,-0.6721645646572951,3,True,True,True,Crítico,ALZA
2025-10-01,3862.775,3895.145,3853.055,3863.165,43.402992,0.0001035474047416,10.57967692513238,3.3099765474077447,-0.6675905832630675,3,True,True,True,Crítico,ALZA
2025-10-02,3863.195,3896.958,3819.095,3862.145,42.638207,-0.000264067074571,10.101416593550672,3.3083353474804817,-0.6662369095853281,3,True,True,True,Crítico,CAÍDA
2025-10-03,3862.105,3891.475,3837.785,3886.825,40.2545,0.0063699003739828,10.01442281882944,3.348045949642087,-0.6764834356988131,3,True,True,True,Crítico,ALZA
2025-10-04,3862.105,3891.475,3837.785,3886.825,0.0,0.0,9.937377987777426,3.348045949642087,-0.6689470073624654,3,True,True,True,Crítico,CAÍDA
2025-10-05,3887.955,3920.485,3883.248,3909.355,3.84377,0.0057797697639713,9.801238230268872,3.384297159800148,-0.6792352139761509,3,True,True,True,Crítico,ALZA
2025-10-06,3909.425,3975.925,3898.658,3969.248,47.363267,0.0152042573490506,10.385487687325512,3.4806661669016474,-0.6971345565301872,3,True,True,True,Crítico,ALZA
2025-10-07,3969.248,3995.775,3940.685,3994.145,50.16873,0.0062528826894885,10.40262395661363,3.5207259263026796,-0.6906796679051646,3,True,True,True,Crítico,ALZA
2025-10-08,3994.098,4059.098,3984.045,4011.465,51.038405,0.0043269724663267,10.08180389088061,3.5485941446754112,-0.6903204308636027,3,True,True,True,Crítico,ALZA
2025-10-09,4011.448,4057.765,3943.788,3989.548,64.82517,-0.0054785699809197,10.347761152478792,3.5133292634932434,-0.6880667724807724,3,True,True,True,Crítico,CAÍDA
2025-10-10,3989.399,4022.748000000001,3946.675,4017.845,60.93834,0.0070677479657569,10.410904025465488,3.5588596893184827,-0.6924448466528194,3,True,True,True,Crítico,ALZA
2025-10-11,3989.399,4022.748000000001,3946.675,4017.845,0.0,0.0,10.256352034365152,3.5588596893184827,-0.6848469470633505,3,True,True,True,Crítico,CAÍDA
2025-10-12,4000.535,4059.938,4000.535,4034.705,5.013170000000001,0.0041874995217369,10.25852965814886,3.5859877587044102,-0.6950068804898053,3,True,True,True,Crítico,ALZA
2025-10-13,4034.885,4131.748,4024.295,4127.798,49.712188,0.0228109041092031,11.637741865618676,3.735776214418765,-0.7370198688263158,3,True,True,True,Crítico,ALZA
2025-10-14,4127.898,4179.355,4089.805,4161.325,68.63252,0.0080894403017152,11.573123411453814,3.7897218124200664,-0.7300716225951619,3,True,True,True,Crítico,ALZA
2025-10-15,4161.305,4217.995,4153.465,4209.285,62.217065,0.0114592663665557,11.616871482816569,3.866890389392132,-0.746555522174934,3,True,True,True,Crítico,ALZA
2025-10-16,4209.285,4379.125,4203.175,4365.224999999999,67.0333,0.0363769348131554,14.842215326594593,4.117800895918901,-0.7811766229228906,3,True,True,True,Crítico,ALZA
2025-10-17,4365.205,4378.455,4185.425,4250.8550000000005,90.605085,-0.026549595181207,17.185062352931855,3.93377733152576,-0.7738120894066733,3,True,True,True,Crítico,CAÍDA
2025-10-18,4365.205,4378.455,4185.425,4250.8550000000005,0.0,0.0,16.82237933840227,3.93377733152576,-0.748578695642014,3,True,True,True,Crítico,CAÍDA
2025-10-19,4247.775,4273.685,4233.298,4237.6050000000005,4.18915,-0.0031218880129989,16.853142787877935,3.9124578226667137,-0.7470608023382257,3,True,True,True,Crítico,CAÍDA
2025-10-20,4237.625,4381.298000000001,4218.505,4359.905,71.73724,0.0284520169720913,18.13764939048641,4.109240911984552,-0.7727656962014056,3,True,True,True,Crítico,ALZA
2025-10-21,4360.005,4372.108,4078.259,4092.618,86.141249,-0.0632654050537293,26.96513192615228,3.6791709071235754,-0.7717207179892026,3,True,True,True,Crítico,CAÍDA
2025-10-22,4092.618,4161.165,4003.298,4087.305,89.323617,-0.0012990344156385,26.70853932853815,3.670622186325982,-0.7149184403210112,3,True,True,True,Crítico,CAÍDA
2025-10-23,4087.295,4154.435,4065.405,4121.375,55.923227,0.0083010168840534,26.752229247244163,3.7254414819356216,-0.7197718809952445,3,True,True,True,Crítico,ALZA
2025-10-24,4121.405,4144.145,4043.618,4111.554999999999,48.24788,-0.0023855430951032,26.68051273469583,3.709640910086878,-0.7187985640673664,3,True,True,True,Crítico,CAÍDA
2025-10-25,4121.405,4144.145,4043.618,4111.554999999999,0.0,0.0,26.68470487991922,3.709640910086878,-0.7178265633146086,3,True,True,True,Crítico,CAÍDA
2025-10-26,4064.051,4108.598,4061.315,4064.165,3.80161,-0.0115929926066081,27.021008310571403,3.633389474250637,-0.7136104254343963,3,True,True,True,Crítico,CAÍDA
2025-10-27,4064.275,4097.545,3971.068,3998.205,68.830294,-0.0163627994442311,27.5685327860284,3.5272585456209993,-0.7107080039170792,3,True,True,True,Crítico,CAÍDA
2025-10-28,3998.175,4019.405,3886.199,3964.535,51.88146,-0.0084569383585092,27.73643767080852,3.473082857825973,-0.6838659521734607,3,True,True,True,Crítico,CAÍDA
2025-10-29,3964.535,4029.955,3916.348,3952.465,56.058182,-0.0030491371356497,27.36315644962212,3.453661992020035,-0.6837937182157314,3,True,True,True,Crítico,CAÍDA
2025-10-30,3952.495,4045.925,3915.065,4036.345,63.44997,0.0210001446047147,27.908614769362327,3.5886265507443214,-0.7104786309700145,3,True,True,True,Crítico,ALZA
2025-10-31,4036.225,4039.135,3971.965,4001.505,50.57089,-0.0086690391564235,28.06120607362812,3.5325683100915546,-0.6925712099205109,3,True,True,True,Crítico,CAÍDA
2025-11-01,4036.225,4039.135,3971.965,4001.505,0.0,0.0,28.06013545839591,3.5325683100915546,-0.6848359819890212,3,True,True,True,Crítico,CAÍDA
2025-11-02,3983.498,3998.625,3977.415,3979.435,1.35834,-0.0055306909355035,28.080900219911133,3.4970572489202967,-0.6907687344331415,3,True,True,True,Crítico,CAÍDA
2025-11-03,3979.285,4030.385,3962.325,3996.925,56.01879,0.0043854660599789,28.09900787364526,3.525199000614239,-0.6902125215439996,3,True,True,True,Crítico,ALZA
2025-11-04,3996.975,4000.475,3928.475,3934.328,46.20656,-0.0157852232897433,28.46833752240416,3.4244792046859565,-0.7024817172493886,3,True,True,True,Crítico,CAÍDA
2025-11-05,3934.325,3990.235,3929.648,3973.515,33.42845,0.0099110012100682,28.26673288199707,3.487531853264028,-0.6946826987114382,3,True,True,True,Crítico,ALZA
2025-11-06,3973.475,4019.275,3964.355,3988.875,43.77585,0.0038581428573924,28.229460360120427,3.5122463933451575,-0.6911471304381115,3,True,True,True,Crítico,ALZA
2025-11-07,3988.905,4027.225,3983.855,4000.289,34.328160000000004,0.0028573722521836,28.212895495972205,3.530611742335131,-0.6892791764817788,3,True,True,True,Crítico,ALZA
2025-11-08,3988.905,4027.225,3983.855,4000.289,0.0,0.0,28.16666296022592,3.530611742335131,-0.6848359819890212,3,True,True,True,Crítico,CAÍDA
2025-11-09,3997.898,4012.105,3996.698,4011.635,0.90555,0.0028322803822457,28.102157035792317,3.548867677996622,-0.6906907265441606,3,True,True,True,Crítico,ALZA
2025-11-10,4011.665,4122.515,4010.915,4119.705,37.62511,0.026582669963915,29.143216228419995,3.7227544193096134,-0.7420233517515479,3,True,True,True,Crítico,ALZA
2025-11-11,4119.995,4148.755,4096.845,4142.405,35.599815,0.0054949781880028,29.158747371394227,3.759279162788885,-0.7231888808744437,3,True,True,True,Crítico,ALZA
