,Open,High,Low,Close,Volume,Returns,Volatility_30,outlier_iqr,z_score,outlier_zscore,anomaly_score,outlier_iforest,outlier_count,outlier_consensus,sentiment_numeric,sentiment,sentiment_score,num_noticias,sentiment_ma7,sentiment_ma30,sentiment_extreme,has_outlier,outlier_AND_extreme_sentiment
2016-02-01,1117.518,1129.68,1116.898,1128.221,65.6104,0.0095319011130621,,False,1.0906017799126893,False,-0.6108247629495974,True,1,False,-0.1111111111111111,-0.1367498321665657,0.807480115029547,18,-0.1080047409060015,-0.0791216479163721,False,False,False
2016-02-02,1128.19,1130.951,1122.272,1127.35,62.23687,-0.0007723100210929,11.750684207189838,False,1.0920032359290086,False,-0.5804300426516639,False,0,False,-0.0625,-0.07223791629076,0.8250532075762749,16,-0.0911846533398627,-0.0715768097483691,False,False,False
2016-02-03,1127.349,1145.458,1124.319,1141.95,87.3389,0.0128675815878102,11.988119716078256,False,1.068511550695644,False,-0.6061090152533843,True,1,False,-0.25,-0.1857662635544935,0.7564615532755852,24,-0.092443844035489,-0.0850512525747461,False,False,False
2016-02-04,1141.899,1157.308,1139.548,1155.449,97.63203,0.0117516855827065,12.29834737784548,False,1.0467913959720012,False,-0.5833500713457292,False,0,False,-0.2580645161290322,-0.2068208186857162,0.8200931126071561,31,-0.0095198133143015,-0.0780025378514198,False,False,False
2016-02-06,1155.449,1174.49,1145.188,1173.352,0.0,0.0,11.848831628474166,False,1.0179851192094722,False,-0.5274820858273654,False,0,False,0.0,0.0,0.7253808975219727,1,-0.0301582576886444,-0.080057538416156,False,False,False
2016-02-07,1173.299,1173.299,1164.739,1164.789,1.9711,-0.007324655171883,11.999775550158146,False,1.0317631535007945,False,-0.5352454711459184,False,0,False,0.5,0.4353373348712921,0.6728301495313644,2,-0.024734214486974,-0.0885530273416753,True,False,False
2016-02-09,1190.989,1198.881,1185.6409999999998,1189.1809999999998,110.7749,-0.0015200591455992,13.41769466710454,False,0.9925159489657108,False,-0.4609295444029794,False,0,False,0.125,0.0995988026261329,0.7600339390337467,8,-0.016714102204059,-0.1196797033448135,False,False,False
2016-02-10,1189.181,1198.609,1181.489,1198.6,106.40307,0.0078893741552586,12.981996354527588,False,0.9773605939511176,False,-0.492723383923246,False,0,False,-0.3214285714285714,-0.2812189427869661,0.7808952299611909,28,-0.0514938803406947,-0.112967138994118,False,False,False
2016-02-11,1198.61,1263.329,1198.1409999999998,1240.27,124.24411,0.0341748888081469,15.374100005647678,False,0.9103127498638374,False,-0.5905731918825039,False,0,False,0.0,-0.0342696138790675,0.7464793835367475,28,-0.0701499431772444,-0.1127799746200982,False,False,False
2016-02-12,1240.2,1246.088,1232.372,1237.452,111.57354,-0.0022746710204435,15.458969481316972,False,0.914846966917784,False,-0.4116565643015492,False,0,False,-0.0909090909090909,-0.1296254775740883,0.8098737109791149,11,-0.1015895296427645,-0.0990664836960733,False,False,False
2016-02-14,1231.088,1234.302,1230.651,1233.409,1.81195,-0.0032725463781478,14.283396157980077,False,0.9213522329039818,False,-0.4217371597588245,False,0,False,-0.5,-0.4502792656421661,0.8802996873855591,2,-0.1205800694311902,-0.093816279683267,False,False,False
2016-02-15,1233.4,1234.799,1202.191,1207.86,67.18811,-0.0209316816948484,15.999634275376348,False,0.9624610730428332,False,-0.5188112403274002,False,0,False,-0.1428571428571428,-0.130592439855848,0.7713481698717389,7,-0.0989084841092682,-0.0942429253682004,False,False,False
2016-02-16,1207.87,1216.939,1190.8290000000002,1202.5220000000002,104.16979,-0.0044291807079357,16.157293814225543,False,0.9710500193288396,False,-0.4612562220033022,False,0,False,0.3157894736842105,0.2152602296126516,0.8181825625269037,19,-0.0694813720819075,-0.0811333962293848,False,False,False
2016-02-17,1202.522,1213.712,1195.608,1206.941,107.92551,0.003668041347494,16.088978568044286,False,0.9639397619969056,False,-0.4544782015987059,False,0,False,-0.0454545454545454,-0.0333349758928472,0.7964063747362657,22,-0.1458612635765594,-0.07613972640031,False,False,False
2016-02-18,1206.972,1239.879,1200.691,1231.0490000000002,97.24392,0.0197775920504596,16.714673885532537,False,0.9251495190101968,False,-0.5247863680537378,False,0,False,-0.1481481481481481,-0.1295178455335122,0.784596523752919,27,-0.0741610239084723,-0.0926429156064333,False,False,False
2016-02-19,1231.079,1234.5279999999998,1219.902,1225.832,99.29898,-0.0042468543173637,16.76864344588063,False,0.9335437739322832,False,-0.4289828942670534,False,0,False,0.2777777777777778,0.1717201703124576,0.7673700054486593,18,-0.0920382738552774,-0.0842542184302893,False,False,False
2016-02-21,1225.059,1226.129,1223.508,1225.48,2.00394,-0.0002871931458904,16.716298620454168,False,0.9341101488091428,False,-0.4148071971657229,False,0,False,-0.8,-0.6642847180366516,0.8501923084259033,5,-0.1694291951753122,-0.0813374904605814,True,False,False
2016-02-24,1230.3,1253.251,1221.129,1224.37,127.64798,-0.0048332417102844,17.972340664484477,False,0.9358961604946932,False,-0.4350744164153283,False,0,False,0.0714285714285714,0.0516224120344434,0.7646547555923462,14,-0.1646670557620483,-0.0836799984487959,False,False,False
2016-02-25,1224.38,1242.931,1224.0490000000002,1233.5890000000002,127.092,0.0075013808041027,17.918008353520047,False,0.921062609387406,False,-0.4434571244060573,False,0,False,-0.2916666666666667,-0.2557331894834836,0.8095818273723125,24,-0.1412969477594731,-0.0836254737973534,False,False,False
2016-02-26,1233.589,1240.458,1211.459,1222.4209999999998,101.15642,-0.0090944881943228,18.26339736251546,False,0.9390321395713938,False,-0.4443680505443666,False,0,False,-0.3888888888888889,-0.3264762196275923,0.7972039944595761,18,-0.1617496746257851,-0.1082858643166801,False,False,False
2016-02-27,1233.589,1240.458,1211.459,1222.4209999999998,0.0,0.0,17.91889767155427,False,0.9390321395713938,False,-0.4144178948442089,False,0,False,0.0,0.0,0.7311349511146545,1,-0.0371076981557461,-0.1167718024654142,False,False,False
2016-03-03,1240.889,1268.248,1237.352,1259.89,121.57828,0.0151874927666428,18.72147931528753,False,0.8787437865570832,False,-0.4967693345552822,False,0,False,0.1052631578947368,0.0340729104845147,0.7971215122624448,19,-0.0797302705570305,-0.1373472163827319,False,False,False
2016-03-04,1259.889,1279.728,1250.508,1258.991,121.49802,-0.0007138090590003,18.55697678908086,False,0.8801902951204255,False,-0.4092551642143145,False,0,False,0.0434782608695652,0.0285510822482731,0.7408436549746472,23,-0.0784907225381535,-0.1331728162617584,False,False,False
2016-03-06,1260.112,1263.93,1258.14,1263.739,1.98079,0.0037641805553677,18.018710037875422,False,0.8725506703609723,False,-0.4096171118076762,False,0,False,0.3333333333333333,0.2082091172536214,0.650873859723409,3,-0.0308821373834701,-0.1418902042828528,False,False,False
2016-03-08,1267.759,1278.04,1260.5,1263.0600000000002,110.36281,-0.0037142154741906,17.8615866966768,False,0.8736431946262773,False,-0.4112775617799671,False,0,False,-0.2631578947368421,-0.2467355947745473,0.8039736465403908,19,-0.0263007828250022,-0.1384201462768992,False,False,False
2016-03-09,1263.21,1264.889,1242.912,1253.459,108.80288,-0.0076304185133799,17.103480593225726,False,0.8890913911965193,False,-0.4304273485894819,False,0,False,-0.3478260869565217,-0.2470563533513442,0.762136556532072,23,-0.0384460566717934,-0.135676166412851,False,False,False
2016-03-10,1253.58,1273.299,1237.111,1271.051,102.32279,0.0139371876225798,17.433809033343557,False,0.860785519509852,False,-0.4882495034656007,False,0,False,0.0,0.0067838764551914,0.7416168460340211,33,-0.0752688537269552,-0.1270169345932464,False,False,False
2016-03-11,1271.002,1284.189,1248.169,1250.392,105.7797,-0.0163870151354172,18.15268909273503,False,0.8940262541150623,False,-0.4837790616244814,False,0,False,0.0625,0.032069481909275,0.7755444832146168,16,-0.1120484409168053,-0.1306050724753429,False,False,False
2016-03-13,1249.98,1253.36,1247.84,1252.779,2.62423,0.001907181509795,15.25262778422148,False,0.890185524481361,False,-0.4139256623124898,False,0,False,-0.2,-0.0509440064430236,0.7401684045791626,5,-0.0971595210828978,-0.1415045930803736,False,False,False
2016-03-14,1252.789,1261.038,1229.198,1236.129,82.50781,-0.0133795611403231,15.768127485047708,False,0.9169756997646156,False,-0.4607049980059922,False,0,False,-0.2758620689655172,-0.2292084971378589,0.7722218406611475,29,-0.0881701168914513,-0.1475536947270747,False,False,False
2016-03-15,1236.13,1238.039,1225.659,1232.839,78.68875,-0.0026650826963443,15.758271265139523,False,0.9222693740398052,False,-0.4152038286194278,False,0,False,-0.0869565217391304,-0.0492479930753293,0.7503264701884725,23,-0.2243724612801241,-0.1433123984884788,False,False,False
2016-03-16,1232.83,1263.842,1226.7179999999998,1258.7610000000002,95.68325,0.020808264015519,15.586558394470748,False,0.8805603696138274,False,-0.5245246094574755,False,0,False,-0.1612903225806451,-0.1425131559371948,0.8103410217069811,31,-0.2653221221903092,-0.157094703786507,False,False,False
2016-03-17,1258.779,1270.892,1254.389,1258.9789999999998,122.93197,0.0001731711777581,15.494412129751517,False,0.8802096033548641,False,-0.4035735831194087,False,0,False,-0.2647058823529412,-0.1841305240112192,0.7221854127505246,34,-0.2840337045053404,-0.139923476808205,False,False,False
2016-03-20,1254.178,1255.96,1252.499,1253.119,3.6727,-0.0013309905402323,14.462499077517364,False,0.8896384578389404,False,-0.4085386783723471,False,0,False,-1.0,-0.9466325342655182,0.9466325342655182,2,-0.2191709468777404,-0.1485927975646858,True,False,False
2016-03-22,1243.589,1260.2400000000002,1243.109,1248.349,92.85727,0.0038203244136094,14.693637567014584,False,0.897313481028197,False,-0.4164528704943854,False,0,False,-0.2592592592592592,-0.2545781444620203,0.7353646931824861,27,-0.2896698883555219,-0.1402899460148505,False,False,False
2016-03-24,1221.99,1223.732,1212.16,1216.95,93.99012,-0.0041321305451807,14.636695264975552,False,0.9478350854557588,False,-0.4351570393047118,False,0,False,-0.1851851851851851,-0.1819250826482419,0.8060127011051884,27,-0.2593348480359884,-0.1293122180072321,False,False,False
2016-03-25,1221.99,1223.732,1212.16,1216.95,0.0,0.0,14.57534869724206,False,0.9478350854557588,False,-0.4166129597323354,False,0,False,0.3333333333333333,0.2248308062553405,0.8317740559577942,3,-0.23978849912762,-0.1026421713598424,False,False,False
2016-03-27,1215.608,1216.191,1212.909,1213.669,2.4243,-0.0026997254549576,14.175849196872967,False,0.9531142785551197,False,-0.4277065399914703,False,0,False,-0.6666666666666666,-0.5427405834197998,0.8297067880630493,3,-0.131769895811693,-0.1024616823607154,False,False,False
2016-03-28,1213.67,1223.06,1208.068,1222.5890000000002,81.36564,0.0073227382808823,14.344469356302888,False,0.9387618242892558,False,-0.4469656595474321,False,0,False,0.1333333333333333,0.0698321262995402,0.8048203110694885,15,-0.1294353860769388,-0.1128885707747666,False,False,False
2016-03-29,1222.579,1242.878,1215.29,1238.999,82.84214,0.0133330541912062,14.8501441228564,False,0.9123578136947692,False,-0.4800277098161661,False,0,False,-0.05,-0.0473060816526412,0.8151274889707565,20,-0.1194068583469428,-0.1291876489442618,False,False,False
2016-04-01,1231.692,1235.26,1208.999,1221.449,99.34051,-0.0083509749564279,14.39796134421511,False,0.9405961065609022,False,-0.4489439082850008,False,0,False,-0.2105263157894736,-0.1905023110540289,0.8093824135629755,19,-0.1822124057111172,-0.1217014108097271,False,False,False
2016-04-03,1220.102,1220.88,1217.889,1220.379,5.13632,-0.0008763926603231,13.608555374626494,False,0.9423177574649916,False,-0.4200549808448102,False,0,False,-0.25,-0.2382365763187408,0.8402208685874939,4,-0.1050036021333797,-0.1134661990313489,False,False,False
2016-04-04,1220.37,1222.5500000000002,1214.548,1215.138,92.19286,-0.0043038156496901,13.637157793057089,False,0.9507506288559548,False,-0.437610350317222,False,0,False,-0.1428571428571428,-0.1117253885382697,0.8023590857074374,21,-0.1495151899802265,-0.1144346912412957,False,False,False
2016-04-05,1215.14,1236.751,1214.8380000000002,1230.819,117.41351,0.0128221508709934,14.165097142292923,False,0.9255195935035996,False,-0.480338874230196,False,0,False,-0.2777777777777778,-0.21480802529388,0.818101069993443,18,-0.1640640224137908,-0.1167622481849053,False,False,False
2016-04-06,1230.82,1232.179,1216.481,1225.15,100.87554,-0.0046165159806529,14.15123303515118,False,0.934641125256198,False,-0.4284452367074557,False,0,False,-0.0384615384615384,-0.0022789583756373,0.8055876378829663,26,-0.166629008071784,-0.1189253908852933,False,False,False
2016-04-10,1239.398,1247.88,1239.198,1244.622,3.4313700000000003,0.0044796487977652,13.007976971282126,False,0.9033102968408508,False,-0.4242911364139693,False,0,False,-0.2857142857142857,-0.2417489886283874,0.8559472731181553,7,-0.1335448747388817,-0.1012795550773395,False,False,False
2016-04-11,1244.618,1259.93,1243.919,1257.189,105.4356,0.0100464069420678,13.33996991825192,False,0.8830897483252557,False,-0.4552880456346103,False,0,False,-0.16,-0.1491479086875915,0.825627760887146,25,-0.1171761591475631,-0.0994036942192608,False,False,False
2016-04-13,1254.139,1256.7099999999998,1239.749,1240.959,94.26641,-0.0105584346602712,13.127333352090256,False,0.9092041354031668,False,-0.4419669312454011,False,0,False,-0.25,-0.2084572106599807,0.8145684108138085,20,0.02781090152609,-0.0973448838510805,False,False,False
2016-04-14,1240.928,1244.05,1223.789,1229.319,120.406774,-0.0094241102817671,13.395807983661095,False,0.9279331228083972,False,-0.4425926053670901,False,0,False,0.0,-0.006647642988425,0.8121432512998581,26,0.0337775499309415,-0.0903670963967868,False,False,False
2016-04-15,1229.319,1235.84,1225.198,1233.398,83.76036,0.0033126045177122,11.899579190427044,False,0.921369932118884,False,-0.41525550307001,False,0,False,0.0,0.0028556206009604,0.7836190326647325,22,0.0277051811388163,-0.0585264058466551,False,False,False
2016-04-16,1229.319,1235.84,1225.198,1233.398,0.0,0.0,11.898607990960947,False,0.921369932118884,False,-0.4088422412810866,False,0,False,1.0,0.8001013994216919,0.8001013994216919,1,0.0089029926897246,-0.0477869954111992,True,False,False
2016-04-17,1234.68,1239.324,1234.3490000000002,1237.0890000000002,3.40928,0.0029880770441534,11.917326621481733,False,0.9154310410095446,False,-0.4151074466966534,False,0,False,0.0,0.0394875804583231,0.6340410709381104,3,0.035518529821364,-0.0618466660302219,False,False,False
2016-04-18,1236.989,1241.58,1227.88,1229.319,77.07723,-0.0063006815618657,12.034901075137752,False,0.9279331228083972,False,-0.4324067784832497,False,0,False,-0.35,-0.2842555701732635,0.782025495171547,20,0.0364681931054247,-0.0778024417972638,False,False,False
2016-04-19,1229.3,1256.5790000000002,1227.649,1249.609,95.5178,0.0163703448598281,13.0064363066781,False,0.8952861164121669,False,-0.4967439629892009,False,0,False,-0.3181818181818182,-0.2807632278312336,0.7935241813009436,22,0.0328786916134001,-0.0648801744794919,False,False,False
2016-04-21,1245.25,1270.222,1243.309,1249.169,110.63956,0.0031430203173655,12.836525363623128,False,0.8959940850082406,False,-0.4155943803840995,False,0,False,0.0526315789473684,-0.0221484507385053,0.7855888244352842,19,-0.0868153977895576,-0.0760660082611485,False,False,False
2016-04-24,1232.708,1232.9920000000002,1230.889,1232.659,3.30673,0.0006337904654247,11.838725630904108,False,0.9225589975563808,False,-0.4139440724122643,False,0,False,0.0,0.0,0.6812131553888321,2,-0.1090048074914128,-0.0744891388727271,False,False,False
2016-04-25,1232.64,1242.23,1229.99,1237.9820000000002,86.10304,0.0043090098774046,11.8909601450948,False,0.9139941865634218,False,-0.4216485175270005,False,0,False,0.0,-0.0222708898432114,0.7733021623948041,17,-0.0255159293094103,-0.0686340944598568,False,False,False
2016-04-26,1237.982,1244.879,1231.298,1242.71,102.9717,0.0038118442151464,11.885075723746075,False,0.9063867421946996,False,-0.416689206607446,False,0,False,-0.0476190476190476,-0.0377572263990129,0.7412370088554564,21,0.0155970793331991,-0.0650450492463,False,False,False
2016-04-27,1242.762,1252.6,1239.35,1245.4589999999998,87.12491,0.0022096578797656,11.732194664515866,False,0.901963547488774,False,-0.4153591274337419,False,0,False,-0.1515151515151515,-0.1158382874546629,0.7642641022349849,33,0.0072255944541589,-0.0680279692603382,False,False,False
2016-05-01,1290.48,1295.99,1290.379,1294.89,4.1378,0.0021275386567591,12.55270257332882,False,0.8224281027784701,False,-0.3931158104423032,False,0,False,0.5,0.3001665771007538,0.722838282585144,2,0.010826037256672,-0.0612029033095097,True,False,False
2016-05-02,1294.889,1303.655,1287.6090000000002,1289.7289999999998,92.2168,-0.003993630673948,12.659419381220683,False,0.8307322526065112,False,-0.4034707374078584,False,0,False,0.0666666666666666,0.0070278326670328,0.834692637125651,15,0.0152344761254782,-0.0549504548311054,False,False,False
2016-05-03,1289.73,1301.702,1282.172,1286.84,102.95933,-0.0022425180235455,12.690792961003504,False,0.8353807100475514,False,-0.3956757398195463,False,0,False,-0.1666666666666666,-0.0807488448917865,0.7226793505251408,24,0.0302861039827169,-0.0533080890178501,False,False,False
2016-05-04,1286.839,1289.741,1271.749,1282.6989999999998,103.15701,-0.0032231490434378,12.649665472205037,False,0.8420436599483297,False,-0.3974969552813874,False,0,False,0.0,0.0252030996175912,0.7944185000199538,13,-0.0394105979836059,-0.0542907619752567,False,False,False
2016-05-05,1282.699,1286.4,1268.789,1277.378,109.39056,-0.0041569122039703,12.31731833132927,False,0.8506052529022153,False,-0.4032951702034518,False,0,False,0.0769230769230769,0.008588182238432,0.7828959260995572,26,-0.1185547471059875,-0.0423644215686654,False,False,False
2016-05-06,1277.409,1295.49,1274.389,1287.028,97.50649,0.0075261448852128,12.318584286006246,False,0.8350782143746832,False,-0.4204872655268508,False,0,False,0.1304347826086956,0.067604168601658,0.8294527517712634,23,-0.1417119466136554,-0.0421428334690513,False,False,False
2016-05-08,1284.481,1287.361,1284.048,1285.579,4.65658,-0.0011264838766494,12.02499028034327,False,0.837409683683118,False,-0.3908789218970097,False,0,False,-0.6666666666666666,-0.603715201218923,0.9156480232874552,3,-0.1681396669362798,-0.0506253078828363,True,False,False
2016-05-11,1264.858,1279.0800000000002,1264.809,1277.59,100.43661,0.0100393461565793,13.231140621413672,False,0.8502641407604705,False,-0.43994452568739,False,0,False,-0.2631578947368421,-0.2538424667559172,0.7985519547211496,19,-0.1717401097387928,-0.0829419951602215,False,False,False
2016-05-12,1277.589,1280.87,1261.5890000000002,1266.7479999999998,104.85253,-0.0085225041829396,13.465495699782997,False,0.8677091305755485,False,-0.4294767015718954,False,0,False,-0.2,-0.1550725638866424,0.810936576128006,30,-0.175088561296843,-0.0858129140387643,False,False,False
2016-05-13,1266.728,1276.268,1262.879,1272.459,94.3446,0.004498262355033,13.109569266428275,False,0.858520020002415,False,-0.4052816552715,False,0,False,-0.2727272727272727,-0.2657428871501576,0.7857403755187988,22,-0.2033984739416564,-0.0870414162851358,False,False,False
2016-05-15,1271.43,1275.2289999999998,1270.929,1273.769,3.90208,0.0010289731442621,12.731734433706231,False,0.8564122044095585,False,-0.3945309716042972,False,0,False,0.0,0.0,0.8037921786308289,2,-0.1458981579045844,-0.0641958692484447,False,False,False
2016-05-16,1273.798,1288.659,1270.948,1275.101,101.61671,0.0010451691308337,12.727679043745749,False,0.854268990386898,False,-0.3885573777641891,False,0,False,0.0,-0.0148509786679194,0.7686055119221027,13,-0.1110715264778852,-0.0699857743552569,False,False,False
2016-05-17,1275.101,1282.191,1269.0690000000002,1279.369,107.86219,0.003341596473216,12.732627257218764,False,0.8474016950049805,False,-0.3943010528491288,False,0,False,-0.1379310344827586,-0.1305652199120357,0.7853742560435986,29,-0.062447660783152,-0.0748915758700414,False,False,False
2016-05-18,1279.37,1280.36,1255.019,1260.408,116.48539,-0.0149315095602764,13.398067634864688,False,0.87791031443716,False,-0.4765716099821824,False,0,False,-0.2592592592592592,-0.2012129889594184,0.7653183981224343,27,-0.0519812503660907,-0.0794051404070751,False,False,False
2016-05-19,1260.408,1261.219,1243.789,1256.731,110.19593,-0.0029215729567942,12.596660991632474,False,0.8838266792729873,False,-0.4107680497190514,False,0,False,-0.03125,-0.0100560467690229,0.7706969473510981,32,-0.0774995499960603,-0.0826019052444289,False,False,False
2016-05-20,1256.79,1260.199,1248.758,1251.568,88.37051,-0.0041167399035603,12.613735987254234,False,0.892134047140101,False,-0.4171408281195122,False,0,False,0.2608695652173913,0.1852944959764895,0.8450315905653912,23,-0.0540446956809638,-0.075188818536455,False,False,False
2016-05-24,1249.42,1252.14,1223.258,1225.28,121.34913,-0.0195332648265379,13.22259536626547,False,0.9344319527164492,False,-0.5059542249257477,False,0,False,-0.2,-0.1924780142307281,0.8195583689212799,25,-0.0353925214078158,-0.1028915742658124,False,False,False
2016-05-25,1225.279,1230.12,1217.789,1224.98,106.48902,-0.0002448719739937,13.153338536408365,False,0.9349146585774084,False,-0.4116025882044406,False,0,False,-0.217391304347826,-0.1786280974097873,0.8231640276701554,23,-0.0425933246725548,-0.1056381374355037,False,False,False
2016-05-26,1224.979,1234.142,1218.221,1222.059,91.97989,-0.0023873762431813,13.105437059853427,False,0.939614604643618,False,-0.4161839446287412,False,0,False,0.2727272727272727,0.1493330015377565,0.7124054309996691,22,-0.0653566349769606,-0.1080058071862367,False,False,False
2016-05-29,1212.409,1213.36,1205.729,1207.589,3.81736,-0.003843253093694,10.294335059026947,False,0.9628971173372332,False,-0.4500263335036195,False,0,False,0.0,0.0,0.7672701875368754,3,-0.0984901323875965,-0.1164317060409768,False,False,False
2016-05-30,1207.56,1210.802,1199.732,1209.86,50.0419,0.0018788406026852,10.34439102927784,False,0.9592430339697696,False,-0.4406185631426607,False,0,False,-0.2,-0.2516186118125915,0.7625157475471497,5,-0.116866221435265,-0.1167179787822579,False,False,False
2016-05-31,1209.859,1218.158,1208.282,1216.689,89.27131,0.0056285844869392,10.51974228232438,False,0.9482550395547936,False,-0.443623330997311,False,0,False,-0.2142857142857142,-0.1693992188998631,0.8095497105802808,14,-0.0335474670525096,-0.1252345233609898,False,False,False
2016-06-02,1213.48,1217.63,1206.9,1207.909,92.9203,-0.0046006751703126,10.531937690114814,False,0.9623822310855428,False,-0.4500951074063575,False,0,False,-0.0588235294117647,-0.0466399858979617,0.7892923390164095,17,-0.082858696406885,-0.1084285540877027,False,False,False
2016-06-03,1207.968,1244.68,1207.489,1243.848,79.307159,0.0293190348071692,13.913354432421835,False,0.9045556779621264,False,-0.5515039795445726,False,0,False,-0.4210526315789473,-0.3211106375644081,0.7481498028102674,19,-0.1038835600416756,-0.1008768590294823,False,False,False
2016-06-04,1207.968,1244.68,1207.489,1243.848,0.0,0.0,13.88418085142861,False,0.9045556779621264,False,-0.4204407768363333,False,0,False,0.6666666666666666,0.4046031832695007,0.6808180212974548,3,-0.0904634477761947,-0.0993237467212981,True,False,False
2016-06-05,1242.879,1248.13,1242.079,1248.089,2.47383,0.0034037811506373,13.717532910772768,False,0.8977318261076952,False,-0.416827068743119,False,0,False,-0.25,-0.1958456039428711,0.8484580516815186,4,-0.0853578695790181,-0.0889155287001684,False,False,False
